nombre,run,dv,correo,contrasena,nombre_usuario,telefono_contacto,jornada,isapre,contrato
"Santiago Casillas Varela",16540303,7,sacava@viajes.cl,0eqMVvuCh3aeVi5,Santiagovarela,"+56 2 2866 3165",Diurno,Banmédica,"Part time"
"Luis Jimínez Meléndez",8151888,2,LuismelOondez@viajes.ceele,RqnpwTl3hwW667jI,lujime,"+56 9 3060 5681",Diurno,"Más vida","Full time"
"Carmen Sandoval Escobedo",7606224,2,Carmenescobedo@viajes.ceele,wOFl86Z5,carmen1693,"+56 2 3472 1672",Diurno,Consalud,"Full time"
"José María Orta Monroy",12360329,0,josOo5571@viajes.cl,pz6KY7Bk6liG,josé3161,"+56 2 4195 3048",Diurno,Colmena,"Full time"
"Adriana Angulo Lebrón",7279801,5,AdrianalebrOIn@viajes.cl,2ig3lIzUh3yaI,Adrianalebrón,+56-2-0724-4488,Nocturno,Fonasa,"Part time"
"Sra. Timoteo Baca Nevárez",12769243,2,Sra.nevOerez@viajes.ceele,bSOfQNjq6,sra.5305,+56-9-5471-4122,Diurno,Fonasa,"Part time"
"Sofia Muro Ornelas",3457714,5,somuor@viajes.cl,O7sEgUcZ8,somuor,"+56 9 6221 8189",Nocturno,"Más vida","Full time"
"Rodrigo Sevilla Ceja",6713766,3,Rodrigoceja@viajes.ceele,o5q5JCSPowTG,Rodrigoceja,"+56 2 3392 5068",Diurno,Banmédica,"Part time"
"Dorotea Pedroza Almonte",8776695,0,dopeal@viajes.cl,zQ43P9KIZ,dorotea7189,"+56 2 1382 0883",Nocturno,Colmena,"Full time"
"Sra. Federico Collado Villareal",28501087,0,sra.7488@viajes.cl,agKeLeGYV5,Sra.villareal,"+56 9 0715 0550",Diurno,Fonasa,"Part time"
"David Rosas Delao",11001967,0,david2165@viajes.cl,pQC8jODc3WlG,david4902,"+56 9 3170 7242",Nocturno,Colmena,"Full time"
"Catalina Fuentes Jiménez",23756691,2,cafuji@viajes.cl,k9DlM1D0oq,Catalinajiménez,+56-2-1666-1259,Nocturno,Consalud,"Full time"
"José Eduardo Fajardo Carbajal",9512507,7,JosOocarbajal@viajes.ceele,pGTzHaU5r,Josécarbajal,"+56 9 0419 4819",Diurno,Colmena,"Full time"
"Florencia Vera Gómez",17866611,8,florencia2397@viajes.cl,Sac1C0xrVI3Zl,flvegó,"+56 9 8299 3009",Nocturno,Banmédica,"Full time"
"Sta. Adela Casillas Arteaga",23267777,5,sta.9452@viajes.cl,T4IxQCitwm7,sta.5522,"+56 9 7036 5557",Nocturno,Colmena,"Full time"
"Rodrigo Brito Samaniego",7320740,1,Rodrigosamaniego@viajes.cl,ytlLhYWQ0MIeTb,rodrigo3057,"+56 9 6165 6311",Diurno,Fonasa,"Full time"
"Sara Malave Venegas",17658070,4,samave@viajes.cl,sX01xo2KxaFFQ3m,sara6521,"+56 2 3343 1495",Nocturno,Fonasa,"Full time"
"Andrés Tapia Zamora",4426839,6,AndrOoszamora@viajes.cl,LItY6lsGO4,antaza,"+56 9 7035 2867",Diurno,Consalud,"Full time"
"Alfonso Perea Quintanilla",10241643,0,alpequ@viajes.cl,39PoyN2v3FsmmCm7,alfonso7261,"+56 9 1020 9770",Diurno,Fonasa,"Full time"
"Sofia Ponce Cantú",18417511,8,sofia6992@viajes.cl,mMx0O4PNrBc8mC,sopoca,"+56 2 6658 3054",Diurno,Banmédica,"Full time"
"Samuel Porras Colunga",12350526,3,samuel9685@viajes.cl,L9XLBINLeu63,sapoco,"+56 9 7572 8238",Diurno,"Más vida","Part time"
"José Ponce Juárez",22218550,5,jopoju@viajes.cl,mUHA5TLGb,Joséjuárez,"+56 9 2782 4421",Diurno,Consalud,"Part time"
"Olivia Flórez Saavedra",21273352,0,olflsa@viajes.cl,LxnVoA42Vp,olflsa,"+56 9 9274 9324",Nocturno,Fonasa,"Part time"
"Sra. Martín Naranjo Olvera",18674121,8,Sra.olvera@viajes.ceele,50d0E3vGXac2y,sra.973,+56-2-1723-7305,Diurno,Banmédica,"Full time"
"Raúl Portillo Munguía",377705,7,RaOUlmunguOAa@viajes.cl,y0F6BsB5n,raúl5936,"+56 2 8316 1405",Nocturno,Fonasa,"Part time"
"María Valadez Henríquez",3589369,5,marOAa2003@viajes.cl,EnOZw1ZSF0Gtdw,Maríahenríquez,"+56 2 5275 8637",Diurno,"Más vida","Part time"
"Marcela Montalvo Mares",15305108,9,mamoma@viajes.ceele,8qekKfmF,marcela2424,"+56 9 2701 6387",Diurno,"Más vida","Full time"
"Sr. Gilberto Miranda Angulo",3591918,0,srgimian@viajes.cl,3PG0nahF,Sr.angulo,"+56 2 2803 4777",Nocturno,Consalud,"Part time"
"José Marroquín Rocha",16881860,2,jomaro@viajes.cl,M0MoGg5y7,jomaro,"+56 9 8994 3019",Diurno,Consalud,"Part time"
"Esperanza Nájera Miranda",20569926,0,esnOemi@viajes.cl,kGb2Fc1c83y0kZS,esperanza3866,"+56 2 8306 8215",Diurno,Colmena,"Full time"
"Guadalupe Yáñez Alejandro",23783558,1,guadalupe6933@viajes.cl,wU5IxD2r,guyáal,+56-2-1871-6839,Diurno,Colmena,"Part time"
"Samuel Yáñez Mena",19682475,8,sayOeme@viajes.cl,q2opjl01CCHy,sayáme,"+56 2 1281 9433",Nocturno,"Más vida","Full time"
"Sr. Inés Castañeda Cazares",1215186,1,Sr.cazares@viajes.cl,vSZq8Xb0P,srincaca,"+56 9 7764 9605",Nocturno,Banmédica,"Part time"
"Adriana Guevara Guzmán",7537561,1,adriana7844@viajes.ceele,xay98d7E,Adrianaguzmán,"+56 2 9249 3756",Diurno,"Más vida","Full time"
"Cristina Riojas Valencia",1579457,7,crriva@viajes.ceele,Xqd1x1S7r,crriva,"+56 9 3998 5403",Diurno,Banmédica,"Full time"
"Sr. Julio César Rascón Medrano",23840725,7,srjucOorame@viajes.ceele,5XG142XIvsAsS,Sr.medrano,+56-9-5193-5323,Nocturno,Banmédica,"Part time"
"Amalia Rolón Quiroz",20064781,5,amalia5995@viajes.ceele,polB5glsV9Eu1Y3F,amalia5211,"+56 9 5919 4586",Nocturno,Banmédica,"Part time"
"Guillermo Ocampo Flores",4646651,9,guillermo7822@viajes.cl,2MZXHeJYGFEq4kcM,Guillermoflores,"+56 9 8119 5395",Nocturno,Consalud,"Full time"
"Ramona Zambrano Jiménez",4488945,5,razaji@viajes.cl,pDQh1Os8I,Ramonajiménez,"+56 9 9750 5838",Diurno,Colmena,"Full time"
"Joaquín Pichardo Rosado",28369162,4,jopiro@viajes.ceele,hXwp9Aes8SRA6,Joaquínrosado,"+56 2 6900 2697",Diurno,"Más vida","Part time"
"José Emilio Franco Medrano",25192013,3,josOo9599@viajes.cl,NpMOQE6pyLAR4C,josé2326,"+56 9 2151 2166",Nocturno,Fonasa,"Part time"
"Clara Castañeda Montaño",8641395,7,clara5464@viajes.cl,C0I2A91bp1c5H,clcamo,"+56 9 0227 7355",Nocturno,"Más vida","Part time"
"Graciela Pedroza Cervantes",18815656,8,Gracielacervantes@viajes.cl,ZQr2xYP1Ta,grpece,"+56 2 4284 1668",Diurno,"Más vida","Full time"
"Sta. Mario Prado Santana",11127818,0,stmaprsa@viajes.ceele,N3E5lqdl0MqV0h3m,sta.7924,"+56 9 1868 2114",Diurno,Colmena,"Part time"
"Samuel Colunga Vásquez",6216498,0,SamuelvOesquez@viajes.cl,A7xoluw9mPW91v,sacová,"+56 9 6582 7313",Nocturno,Banmédica,"Full time"
"Conchita Rubio Casillas",27949147,5,Conchitacasillas@viajes.cl,5JGi8xdUUfJaD,Conchitacasillas,"+56 2 4966 0130",Nocturno,"Más vida","Full time"
"Vicente Arreola Almonte",29251735,1,vicente8050@viajes.cl,9C7mmkr4,vicente2840,"+56 9 5150 8798",Nocturno,Colmena,"Full time"
"Beatriz Bañuelos Saucedo",22111579,1,beatriz8944@viajes.cl,wbwx75mQlu,beatriz1342,"+56 9 7439 5327",Nocturno,"Más vida","Part time"
"Sra. Manuel Hernández Villalpando",18628586,7,sra.6391@viajes.cl,u4SQusKGSsvwt7V,Sra.villalpando,"+56 9 7946 0651",Diurno,Fonasa,"Full time"
"Elena Baeza Jasso",11911986,3,elbaja@viajes.cl,8tQDZv1epD,Elenajasso,"+56 2 0883 5324",Diurno,"Más vida","Part time"
"José Gómez Arredondo",15808127,0,jogOIar@viajes.cl,gySCNh2fPPsyzfa,jogóar,"+56 9 2845 3741",Nocturno,Colmena,"Part time"
"Teodoro Manzanares Lara",5053201,1,teodoro2239@viajes.ceele,o9BBF6wn,temala,"+56 2 5338 4156",Nocturno,"Más vida","Full time"
"Julio Sandoval Vaca",21684616,8,Juliovaca@viajes.cl,blt334wpqhN,jusava,"+56 9 9514 2556",Diurno,Consalud,"Part time"
"Javier Peres Zepeda",25370238,9,javier8506@viajes.ceele,nFMClAfmDS66b,japeze,"+56 2 8242 3497",Nocturno,Fonasa,"Part time"
"Pedro Meraz Delrío",21993471,8,pedro2808@viajes.cl,w8XDfaoYW7B45S5N,Pedrodelrío,"+56 9 9320 8703",Nocturno,Consalud,"Full time"
"Alicia Loya Rodríguez",26311802,2,AliciarodrOAguez@viajes.cl,ua4ydqSIuPs5IwC,alloro,"+56 2 0219 3503",Diurno,"Más vida","Part time"
"Mariana Rolón Montalvo",3679569,7,Marianamontalvo@viajes.cl,1fmJCpGI1C,Marianamontalvo,"+56 9 1080 5558",Nocturno,Consalud,"Full time"
"Sra. Alicia Sisneros Burgos",3579155,8,Sra.burgos@viajes.cl,W0Mo0Y3Mb237Q,Sra.burgos,"+56 9 5347 2527",Nocturno,Consalud,"Full time"
"Marilu Quintanilla Rivero",27226720,0,marilu8879@viajes.cl,cp1IptDGgPBk2lGP,marilu549,"+56 9 7207 7963",Diurno,Banmédica,"Part time"
"Virginia Flórez Garica",24915148,3,Virginiagarica@viajes.cl,Tz9r5Q19xlzSfG,virginia4198,+56-9-9147-4003,Nocturno,"Más vida","Part time"
"Beatriz Raya Castro",8132290,2,beraca@viajes.ceele,ISAmu11eVozN8xX,beraca,"+56 2 7775 5490",Nocturno,Fonasa,"Full time"
"Luis Varela Campos",27079745,8,Luiscampos@viajes.cl,f7xoEbKyZIPbMhl,luvaca,"+56 9 8335 1994",Diurno,Colmena,"Full time"
"Sta. Conchita Arce Preciado",19034958,6,stcoarpr@viajes.ceele,eomyfE4NMa5,stcoarpr,+56-2-0951-4571,Diurno,Banmédica,"Part time"
"Berta Abrego Munguía",23280818,7,berta4789@viajes.cl,o1EnD0B4ijr0Ug7,beabmu,"+56 2 3945 7318",Nocturno,Fonasa,"Part time"
"José María Mercado Serna",28170378,1,josOo3692@viajes.ceele,fZNQdl50yrG,josé4061,"+56 9 6911 3500",Nocturno,Consalud,"Part time"
"José Armendáriz López",7641570,6,JosOolOIpez@viajes.cl,tUmDczmC1WxEG7fR,josé3051,"+56 2 0520 9040",Nocturno,Fonasa,"Full time"
"Rosa Lozada Aguirre",24520488,4,rosa1860@viajes.cl,cgn0lpJ7jfdvsjR0,roloag,"+56 9 0373 6903",Nocturno,"Más vida","Part time"
"Elsa Rael Mota",28278832,2,elsa4060@viajes.cl,yJ0UpfOnw,elramo,"+56 9 1345 6319",Nocturno,Banmédica,"Full time"
"Rafael Villa Anaya",21154087,7,ravian@viajes.ceele,V5t2OdHcrTezC,rafael9254,+56-9-6776-0964,Diurno,Banmédica,"Full time"
"Sr. Arturo Montañez Aponte",13439943,0,sr.289@viajes.cl,a30JLiCDRvW4N9,Sr.aponte,+56-9-1498-4992,Nocturno,Banmédica,"Full time"
"Federico Espinal Solorzano",27239540,3,federico7053@viajes.cl,p2FnL3BLI,Federicosolorzano,"+56 9 3748 9996",Nocturno,Consalud,"Part time"
"Sta. Leticia Mateo Zapata",22344458,0,sta.1826@viajes.cl,BqfV0rCUW0OAk,stlemaza,"+56 9 8748 8920",Diurno,"Más vida","Full time"
"Gilberto Gálvez Angulo",12062411,3,gilberto9282@viajes.cl,SjI35Ng28X8,gilberto8382,"+56 2 4409 6332",Nocturno,Fonasa,"Full time"
"Marcos Pichardo Villa",24931911,2,mapivi@viajes.cl,ske2l542k6CHn,marcos8686,"+56 9 1081 3369",Nocturno,Consalud,"Part time"
"Nicolás Sánchez Barrera",11082679,6,nisOeba@viajes.cl,rBe4uLTY4AP9SAn,nicolás5845,"+56 9 1734 6629",Diurno,Banmédica,"Part time"
"Beatriz Patiño Otero",15131087,7,bepaot@viajes.cl,nwx9v9w3hTNeaTf8,beatriz9564,+56-9-8648-8892,Diurno,Banmédica,"Part time"
"Federico Zarate Madera",3462967,6,Federicomadera@viajes.cl,C4m9C3pSXo8Cm,fezama,"+56 2 2593 1672",Diurno,Colmena,"Full time"
"Ricardo Escobedo de Anda",7680012,0,ricardo1314@viajes.cl,XvzDFaT5rwKg22,ricardo352,"+56 2 7901 3225",Nocturno,Colmena,"Full time"
"Antonia Gutiérrez Rivas",413257,2,anguri@viajes.cl,nz8zDM95h30B3,anguri,"+56 9 5883 8403",Nocturno,Fonasa,"Part time"
"Josefina Zaragoza Lovato",19468911,0,jozalo@viajes.cl,yDI5AaM15fl,josefina2962,"+56 9 4473 0691",Diurno,"Más vida","Full time"
"Verónica Galarza Cordero",8135415,4,vegaco@viajes.cl,AAF6W32sS0d,vegaco,"+56 2 9177 1004",Diurno,Consalud,"Full time"
"Antonio Rendón Alvarado",21898939,0,Antonioalvarado@viajes.cl,UkwOAo5IBei,anreal,"+56 2 1830 7161",Nocturno,"Más vida","Part time"
"Sr. Gonzalo Téllez Perea",1926188,3,sr.2940@viajes.cl,UUcoswA1XZGnFZ3M,Sr.perea,"+56 2 8500 6553",Diurno,Fonasa,"Full time"
"Mario Duran Jáquez",27625375,1,mario3347@viajes.cl,R3da6U5NmVpQeh,mario1860,"+56 9 2632 9070",Diurno,Fonasa,"Part time"
"Catalina Bétancourt Serrano",24042397,9,cabOose@viajes.cl,3Je35iQU6QQi6iH,catalina7662,"+56 9 8383 3317",Nocturno,Colmena,"Part time"
"Óscar Nevárez Montalvo",27360615,7,OIscar4225@viajes.cl,Y3axK3Y23o8YuBMr,ósnemo,"+56 2 3843 0612",Nocturno,Consalud,"Part time"
"José María Merino Jimínez",6615559,5,josOo8194@viajes.ceele,cnSmrcuRlK08zK,jomameji,"+56 9 8460 0094",Diurno,Colmena,"Part time"
"César Cuellar Delgadillo",25507574,8,COosardelgadillo@viajes.cl,ElHbDx2V2Ut,cécude,"+56 2 3982 6131",Diurno,"Más vida","Full time"
"Sr. Lola Bétancourt Nevárez",19726300,8,Sr.nevOerez@viajes.ceele,Z6XvtCH65q34S5TW,Sr.nevárez,"+56 9 7175 0220",Nocturno,Consalud,"Part time"
"Sr. Carmen Batista Candelaria",5736526,9,sr.178@viajes.ceele,nAun5bqWAC1Od6,Sr.candelaria,+56-9-5463-8023,Diurno,Consalud,"Full time"
"Gregorio Valadez Rojas",20981473,0,gregorio8563@viajes.ceele,fWU5mzdd4A,Gregoriorojas,+56-9-2751-5329,Nocturno,Fonasa,"Full time"
"Ignacio Marrero Rendón",29348369,8,IgnaciorendOIn@viajes.ceele,tWCy6bzN,igmare,"+56 9 8749 5108",Nocturno,Banmédica,"Full time"
"Sta. Pedro Arreola Roque",9363800,0,sta.6091@viajes.cl,ee2vSYK1,sta.556,"+56 9 7060 1245",Nocturno,Fonasa,"Part time"
x,5802609,3,EsperanzaalcOentar@viajes.cl,x,esraal,"+56 2 3236 9568",Nocturno,Fonasa,"Part time"
"Ignacio Marrero Rendón",29348369,8,IgnaciorendOIn@viajes.cl,tWCy6bzN,igmare,"+56 9 8749 5108",Nocturno,x,"Full time"
"José Emilio Lerma Olmos",21860756,0,joemleol@viajes.ceele,RJ804qaMrSWZNh,Joséolmos,+56-2-2800-6961,Diurno,Banmédica,"Full time"
"Mario Colunga Carbajal",16663038,0,Mariocarbajal@viajes.cl,CB1DPY5embq7H,mario991,"+56 9 6861 2128",Nocturno,Colmena,"Full time"
"Marcela Montalvo Mares",15305108,9,mamoma@viajes.cl,8qekKfmF,marcela2424,"+56 9 2701 6387",Diurno,"Más vida","Full time"
"Esperanza Feliciano Tovar",8256366,0,esperanza5095@viajes.cl,eX2tNH0e,esperanza4877,"+56 9 7471 0131",Diurno,Banmédica,"Part time"
"Natalia Longoria Escobedo",13973123,9,Nataliaescobedo@viajes.cl,PdiA4r8apjq8W7N,naloes,"+56 9 4965 0733",Nocturno,"Más vida","Full time"
"Gregorio Garay Madrigal",20628038,7,gregorio2322@viajes.ceele,QaQhH45XLMpQ,grgama,"+56 2 2380 4615",Diurno,Colmena,"Full time"
"Ariadna Velasco Carrasquillo",22825589,0,arveca@viajes.cl,92wEXipZ6,arveca,"+56 9 4207 2531",Nocturno,"Más vida","Full time"
"Sra. Guadalupe Iglesias Villagómez",28804737,5,sra.2684@viajes.cl,17I0PzXjs7g5,srguigvi,"+56 9 9991 2201",Nocturno,Fonasa,"Full time"
"Caridad Cardona Figueroa",22228813,4,caridad4308@viajes.cl,rI5v8uZt,caridad9491,"+56 2 8996 4545",Nocturno,Colmena,"Part time"
"Mariano Peña Vega",5727239,2,Marianovega@viajes.cl,yhzPiI1LAh,Marianovega,"+56 9 3363 9731",Diurno,Fonasa,"Part time"
"Gabriela Perea Meraz",16573847,0,gabriela3777@viajes.cl,FpaT8Moyk,gabriela6003,"+56 9 4183 2497",Diurno,Colmena,"Full time"
"Francisco Amador Valverde",19939721,4,framva@viajes.cl,pcgrPmA0r7T,Franciscovalverde,"+56 2 7838 6668",Nocturno,"Más vida","Full time"
"Horacio Mares Cepeda",10717962,3,horacio279@viajes.ceele,53wiJgTp8uI9DhD,horacio2852,"+56 9 5148 5886",Nocturno,Banmédica,"Full time"
"Yolanda Cervántez Baca",2004023,8,yoceba@viajes.cl,O3rdR8Zpe0HHcgGy,Yolandabaca,"+56 9 2602 2504",Nocturno,Consalud,"Full time"
"Miguel Ángel Flores Franco",13700379,1,Miguelfranco@viajes.ceele,li5RMlPkM,Miguelfranco,"+56 9 6672 0747",Diurno,"Más vida","Full time"
"Esteban Quintero Manzanares",11126550,0,esteban4110@viajes.cl,R8fE90a8wUI2c6,esquma,"+56 2 7743 6534",Diurno,Banmédica,"Part time"
"Ramón Gaytán Laureano",750777,1,ramOIn5459@viajes.cl,28jO5G431zs9,Ramónlaureano,"+56 2 3677 1339",Diurno,"Más vida","Full time"
"Blanca Aparicio Madera",5036991,9,blanca675@viajes.cl,J4QugP1j8Voz,blanca6743,"+56 9 2033 8608",Nocturno,Colmena,"Part time"
"Lola Covarrubias Becerra",4745762,9,Lolabecerra@viajes.ceele,M487eOaVXHUzeDc,Lolabecerra,"+56 2 7511 9585",Diurno,Banmédica,"Full time"
"Lilia Atencio Rendón",17116566,0,lilia4046@viajes.cl,yXtWvB6SCm,Liliarendón,"+56 2 7384 7279",Nocturno,Colmena,"Full time"
"Isabela Roybal Chávez",19957539,2,IsabelachOevez@viajes.cl,s6COn2f3esYuH7,Isabelachávez,"+56 9 4615 8448",Diurno,"Más vida","Part time"
"Sta. Magdalena Calvillo Gómez",2017529,0,sta.4460@viajes.cl,4WW7Uc1eUt,Sta.gómez,"+56 2 2565 6204",Nocturno,Banmédica,"Full time"
"Alejandro Romero Griego",7315079,5,alrogr@viajes.ceele,SvEdXx38nnyAiw0,alrogr,"+56 9 6318 9043",Nocturno,"Más vida","Part time"
"Marisol Borrego Escobedo",21725068,4,maboes@viajes.cl,09rw9g1cWgUK,maboes,"+56 2 5045 3115",Diurno,Consalud,"Part time"
"Timoteo Delgadillo Escobar",13040730,7,tidees@viajes.ceele,9UUwG06pcPA,timoteo5781,"+56 2 2832 4699",Nocturno,"Más vida","Part time"
"Sra. Natalia Carrera Carvajal",4935377,4,Sra.carvajal@viajes.cl,7B31ez1qVe14tfi,srnacaca,"+56 9 7129 8981",Diurno,Colmena,"Full time"
"Víctor Duarte Partida",26710689,4,VOActorpartida@viajes.cl,eHhuYJ14pZGBexU,víctor6548,"+56 9 5129 4449",Diurno,Fonasa,"Full time"
"Ramona Marrero Ferrer",28946695,9,ramona9355@viajes.cl,BDsu1LSm8,Ramonaferrer,"+56 2 5927 1312",Nocturno,Consalud,"Part time"
"Sr. Rosario Terán Haro",27912021,3,Sr.haro@viajes.ceele,8mQZQKHg798,srroteha,"+56 9 7927 2794",Nocturno,"Más vida","Full time"
"Inés Ledesma Alanis",5685777,0,InOosalanis@viajes.ceele,y9a5p3uhlLwD6,inleal,"+56 9 7075 8559",Nocturno,Colmena,"Full time"
"Sergio Alvarado Ceballos",2713944,2,Sergioceballos@viajes.cl,fqa6yROcXt9Ns,sealce,"+56 9 9331 9180",Diurno,Colmena,"Part time"
"Alfredo Lugo García",16827033,0,alfredo7300@viajes.ceele,9bpp1BAUopAKht,Alfredogarcía,"+56 2 3381 1032",Nocturno,Colmena,"Full time"
x,24020402,9,ramoor@viajes.cl,vB0LvPUbBPbfR8,raúl9617,"+56 9 2673 5813",x,x,"Part time"
"Claudio Pérez Osorio",1652497,2,claudio3752@viajes.cl,3MdSZFBXGkbGz8g,Claudioosorio,+56-9-3436-7198,Diurno,Banmédica,"Full time"
"Marisol Elizondo Soliz",22634596,5,maelso@viajes.cl,C3R8fZIAe,Marisolsoliz,"+56 2 3330 8874",Nocturno,"Más vida","Part time"
"Cristian León Villegas",17669119,0,Cristianvillegas@viajes.cl,61hs6Ah0ZkvP6,crlevi,"+56 9 1885 3221",Diurno,"Más vida","Full time"
"Teresa Lovato Tórrez",506812,6,TeresatOIrrez@viajes.cl,YBBM7k9y,telotó,"+56 9 9127 6010",Diurno,Banmédica,"Full time"
"Claudio Tamayo Almaraz",15806665,3,Claudioalmaraz@viajes.cl,GcS0xhd6t,Claudioalmaraz,"+56 2 0051 0308",Nocturno,Fonasa,"Full time"
"Inés Jimínez Tirado",24657578,9,inOos6187@viajes.cl,zQbeCydOC72EGgi,Inéstirado,"+56 9 9904 2038",Nocturno,Colmena,x
"Miguel Ángel Torres Bermúdez",25860724,4,MiguelbermOUdez@viajes.ceele,Hsh8PaN5fq2NayB,miántobe,"+56 9 7473 3859",Diurno,Consalud,"Full time"
"Sta. Óscar Juárez Gamez",1946938,7,stOIsjuga@viajes.cl,jwUQ7WU1irUF,sta.1701,"+56 2 1028 9304",Nocturno,Colmena,"Part time"
"Marilu Serrano Longoria",24397692,8,maselo@viajes.cl,8gep40W2HGWqi4,maselo,"+56 9 7536 3624",Diurno,Banmédica,"Part time"
"Jorge Balderas Navarrete",13622444,1,jobana@viajes.ceele,4slgVpBbI3UjM,Jorgenavarrete,"+56 2 0853 2015",Nocturno,"Más vida","Full time"
"Barbara Linares Gallardo",6513982,0,Barbaragallardo@viajes.ceele,f5eFS84GYYH,baliga,"+56 9 9814 4509",Diurno,Colmena,"Part time"
"Mariana Delrío Elizondo",21378179,0,Marianaelizondo@viajes.ceele,8sGlEnFLdfEa1Mml,mariana7903,"+56 9 9400 0017",Diurno,Consalud,"Full time"
"Clemente Godoy Contreras",17079875,9,clgoco@viajes.ceele,zH0TYwSOf,Clementecontreras,"+56 2 6908 6720",Nocturno,Fonasa,"Full time"
"Benjamín Zapata Matos",12689542,9,BenjamOAnmatos@viajes.cl,8FgbLVHM,bezama,"+56 9 4315 7020",Diurno,"Más vida","Full time"
"José Emilio Franco Medrano",25192013,3,josOo9599@viajes.ceele,NpMOQE6pyLAR4C,josé2326,"+56 9 2151 2166",Nocturno,Fonasa,"Part time"
"Sta. Daniel Mercado Cuellar",26200846,0,Sta.cuellar@viajes.cl,ffVpAP1ctSP,Sta.cuellar,+56-2-8754-2579,Diurno,Colmena,"Part time"
"Sonia Marrero Núñez",25648365,3,somanOU@viajes.ceele,J3QbgmaTHklb,somanú,+56-9-1041-3145,Nocturno,Fonasa,"Part time"
"Victoria Alcántar Fierro",14287158,0,vialfi@viajes.cl,ZamAz5iQZQ1oF9,vialfi,"+56 9 2701 0505",Diurno,Fonasa,"Part time"
"Federico Muñoz Alicea",18610516,8,femual@viajes.cl,V03zfsO4G0o3,femual,"+56 2 2432 6757",Diurno,Colmena,"Full time"
"Leticia Carranza Rodrígez",28442109,4,leticia5087@viajes.cl,x3ZuFg69H2,leticia3452,"+56 2 7338 3345",Diurno,Fonasa,"Full time"
"Gonzalo Cervantes Rendón",4946720,6,gocere@viajes.cl,oDZFuwe2uD,gonzalo9407,"+56 2 1817 8171",Diurno,"Más vida","Full time"
"Jaime Fernández Banda",14989854,9,Jaimebanda@viajes.ceele,f9U0McUGWIhEnr,jaime6023,"+56 9 5609 6677",Diurno,Banmédica,"Full time"
"Luis Reynoso Villareal",8150313,3,lurevi@viajes.ceele,ySVqgCWEg1CEv4DY,lurevi,+56-2-4773-1330,Diurno,Colmena,"Full time"
"Sra. Vicente Deleón Rivero",17095016,0,Sra.rivero@viajes.cl,JLvk8fqtv,srvideri,"+56 9 8334 9684",Nocturno,Banmédica,"Full time"
"José Eduardo Fajardo Carbajal",9512507,7,JosOocarbajal@viajes.cl,pGTzHaU5r,Josécarbajal,"+56 9 0419 4819",Diurno,Colmena,"Full time"
"Homero Lebrón Dávila",10280747,2,homero1044@viajes.ceele,hb17xT1iBnjC3UB0,Homerodávila,"+56 2 2668 3533",Diurno,Fonasa,"Part time"
"Adán Méndez Macías",16072485,4,adOen4388@viajes.cl,ivYQ60RZisfsC3,Adánmacías,"+56 2 7835 5877",Diurno,Fonasa,"Part time"
"Jaime Arredondo Ocasio",21304087,1,jaaroc@viajes.cl,P7kcQ8O9DQ,jaaroc,"+56 9 9017 9344",Nocturno,Fonasa,"Part time"
"Berta Valdivia Velázquez",14668478,5,bevave@viajes.cl,J3Ub8BG1lh5Zakp,berta3344,"+56 2 7233 2787",Diurno,"Más vida","Full time"
"Benito Gracia Alcántar",20194915,7,begral@viajes.cl,8BK1M200JUw,benito9318,"+56 9 6204 8218",Nocturno,"Más vida","Part time"
"Gabriel Esquibel Miranda",28778468,6,Gabrielmiranda@viajes.ceele,pBpQqv7K,Gabrielmiranda,"+56 2 0247 9494",Diurno,Banmédica,"Full time"
"Jorge Luis Escamilla Casanova",14896959,0,Jorgecasanova@viajes.cl,rDrFg78H9uzZ,Jorgecasanova,"+56 9 9814 5512",Diurno,"Más vida","Part time"
"Conchita Raya Montero",19956251,7,coramo@viajes.cl,7jgvKU31ceC,Conchitamontero,"+56 2 4274 3013",Diurno,Banmédica,"Full time"
"Juan Aranda Ortega",19153057,8,juaror@viajes.cl,m4iTMfSNpPKiFHBU,juaror,"+56 2 7405 1246",Nocturno,Colmena,"Part time"
"Lorena Franco Macías",9465924,8,LorenamacOAas@viajes.cl,uvvWV4U7j8b5,lorena9579,"+56 2 4301 3539",Diurno,Consalud,"Full time"
"Gerardo Nieves Collado",23399305,0,gerardo9912@viajes.cl,7Zpj3PDroZpvA,Gerardocollado,"+56 2 8074 2735",Diurno,Colmena,"Full time"
"Sra. Pilar Delgado Melgar",6503974,5,srpideme@viajes.cl,0jo36pXTcGI,sra.4497,"+56 2 9380 8083",Diurno,Banmédica,"Full time"
"Sr. Lola Altamirano Vigil",13220885,9,sr.7320@viajes.cl,UJAfmW7p,sr.6931,"+56 2 1282 6277",Nocturno,Fonasa,"Part time"
"Sta. Lucia Fernández Oquendo",570841,9,stlufeoq@viajes.cl,bR6Bq7Bm,stlufeoq,"+56 2 7242 2261",Diurno,Consalud,"Part time"
"Alberto Barrios Tafoya",4256240,8,alberto236@viajes.cl,j1orYuOh,albata,"+56 2 8091 3520",Diurno,Consalud,"Full time"
"Susana Gurule Samaniego",11307511,2,sugusa@viajes.ceele,EtPd4ew8nOjQX,susana3821,+56-2-9359-8082,Diurno,"Más vida","Full time"
