codigo_reserva,correo_empleado,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,comodidades,paradas
576750,Javierluna@viajes.cl,13206,"san sebastían de los reyes#",Torremolinos,8,3634,371000,"ZFBH (Bosnia y Herzegovina)","{""Aire acondicionado"",Wifi,Agua,Baño,Calefacción,TV,""Asientos reclinables""}","{León,Murcia,Almería,""Molina de Segura"",Baracaldo}"
576764,manuel7041@viajes.ceele,12330,"Alcalá de Henares","San Sebastián",77,798,117000,"NSB (Noruega)","{""Aire acondicionado"",Baño,Wifi}","{""Alcalá de Henares"",Logroño,Baracaldo}"
576772,ramOIn5459@viajes.cl,33257,"Alcalá de Henares",Alicante,19,4220,429000,"NSB (Noruega)","{Agua,Wifi,Baño,""Asientos reclinables"",Calefacción,TV,Comida}",{Alicante}
576781,tidees@viajes.cl,89370,Linares,"Ciudad Real",80,3704,403000,Thalys,"{""Asientos reclinables"",Wifi,""Aire acondicionado"",Agua,Comida,TV,Baño}",{Inca}
576782,LuismOondez@viajes.cl,66955,"Ciudad Real",Móstoles,7,1560,73000,"SJ (Suecia)","{Agua,Calefacción,TV,""Asientos reclinables""}","{Móstoles,""Palma de Mallorca""}"
576785,victoria9870@viajes.cl,21790,móstoles#,Ferrol,16,1156,133000,"Nederlandse Sp","{Calefacción,""Asientos reclinables"",Comida}","{Arrecife,Elda,Telde}"
576808,sra.742@viajes.cl,87302,Estepona,Alicante,100,2884,340000,"MÁV (Hungría)","{""Aire acondicionado"",Calefacción,TV,Agua,Comida,""Asientos reclinables""}","{Elda,Alicante,Tarragona,""Cornellá de Llobregat""}"
576821,Sr.cabrera@viajes.cl,84071,"mollet del vallés#","Molina de Segura",81,4159,334000,"CP (Portugal)","{Calefacción,Agua,Baño,""Aire acondicionado"",TV,""Asientos reclinables"",Wifi}","{""Ciudad Real"",""El Ejido"",""Sanlúcar de Barrameda""}"
576825,Gustavozamudio@viajes.cl,74691,"Molina de Segura",Palencia,22,4189,237000,"PKP (Polonia)","{Agua,Comida,Calefacción,TV,""Asientos reclinables"",Baño,Wifi}","{Salamanca,Irún,""La Línea de la Concepción"",Viladecans,""Pozuelo de Alarcón""}"
576849,Rebecaolivo@viajes.cl,83371,"Cornellá de Llobregat",Cádiz,24,3649,178000,"CP (Portugal)","{TV,Calefacción,""Asientos reclinables"",Comida,Wifi,""Aire acondicionado"",Agua}","{""Mollet del Vallés""}"
576855,srpemeol@viajes.cl,38184,Lugo,Mataró,12,x,77000,"ŽFBH (Bosnia y Herzegovina)","{""Aire acondicionado"",Calefacción,Comida}","{Bilbao,Vitoria,Torrevieja,Ferrol}"
576862,vicente780@viajes.cl,99708,mataró#,Benidorm,x,2631,298000,"MÁV (Hungría)",x,"{Valladolid,Ferrol,Linares,Gandía,""San Sebastián""}"
576885,RubOondOevila@viajes.cl,41079,Córdoba,Segovia,69,1930,152000,"PKP (Polonia)","{Calefacción,Baño,Agua,Wifi}","{Cáceres,Lugo,Rivas-Vaciamadrid}"
576886,masasa@viajes.cl,10901,Segovia,"Pozuelo de Alarcón",50,139,77000,Thalys,{},"{Elche,Vitoria,Estepona}"
576887,Susanaochoa@viajes.cl,8571,"Pozuelo de Alarcón",Baracaldo,90,382,96000,"NS International",{},{Orense}
576900,sta.8315@viajes.ceele,12701,Arrecife,Benalmádena,46,160,100000,"BDZ (Bulgaria)",{},"{""Santa Cruz de Tenerife"",""Santa Cruz de Tenerife"",Lorca}"
576908,Rosalira@viajes.cl,47798,Estepona,Salamanca,86,1160,95000,"ŽFBH (Bosnia y Herzegovina)","{TV,Calefacción,Agua}","{Ponferrada,""Alcalá de Henares""}"
576988,irlini@viajes.cl,x,"Sanlúcar de Barrameda",x,70,3507,x,x,"{""Asientos reclinables"",Wifi,Baño,""Aire acondicionado"",TV,Calefacción}","{Alcorcón,Calahorra,""Alcalá de Henares"",Orense}"
576989,paarfi@viajes.ceele,11659,Madrid,"Talavera de la Reina",49,1258,112000,"DSB (Dinamarca)","{Calefacción,""Asientos reclinables"",""Aire acondicionado""}","{""El Ejido"",Paterna,Torrelavega}"
576990,Sta.valdez@viajes.cl,94743,"Talavera de la Reina",Jaén,68,805,118000,"VR (Finlandia)","{TV,Comida,""Asientos reclinables""}","{""Pozuelo de Alarcón""}"
577004,pazeta@viajes.cl,50612,Avilés,Palencia,37,968,67000,"PKP (Polonia)","{TV,Agua,""Aire acondicionado""}","{Benalmádena,Elche,Ávila}"
577009,nimara@viajes.cl,19609,"palma de mallorca#",GETAFE!!!,72,3734,324000,Renfe,"{Baño,Comida,Wifi,Agua,TV,Calefacción,""Aire acondicionado""}","{Torrelavega,Murcia,""San Sebastían de los Reyes"",""Santa Cruz de Tenerife"",Lorca}"
577017,Marcosrobledo@viajes.cl,95903,Getafe,"San Cristróbal de la Laguna",37,3845,289000,Thalys,"{Comida,TV,""Asientos reclinables"",Calefacción,Baño,Wifi,Agua}","{Ceuta,Móstoles,Ceuta}"
577018,Luissisneros@viajes.cl,48428,"San Cristróbal de la Laguna",Avilés,9,2298,235000,"ZSSK (Eslovaquia)","{Wifi,TV,""Asientos reclinables"",""Aire acondicionado"",Calefacción}","{Getafe,Motril}"
577021,amalia4376@viajes.cl,23103,Elche,Toledo,77,4116,484000,Amtrak,"{Wifi,Comida,Agua,""Aire acondicionado"",Calefacción,""Asientos reclinables"",TV}",{Murcia}
577022,arvire@viajes.cl,72157,Toledo,Irún,54,1638,163000,"VRZ (Croacia)","{""Aire acondicionado"",Baño,Agua,Comida}","{""San Fernando"",Murcia,""La Línea de la Concepción""}"
577032,jacobo1886@viajes.cl,10564,Pontevedra,"ROQUETAS DE MAR!!!",6,2577,90000,"CD (República Checa)","{""Asientos reclinables"",Calefacción,TV,Agua,Comida}","{""Cornellá de Llobregat""}"
577034,sttimeca@viajes.cl,78202,"Roquetas de Mar",Zamora,43,3224,343000,"NSB (Noruega)","{Calefacción,Agua,""Aire acondicionado"",Baño,Wifi,TV}","{Ávila,Gerona}"
577038,Jacoborosales@viajes.cl,99667,Paterna,Vigo,98,3904,464000,Trenitalia,"{Calefacción,""Asientos reclinables"",""Aire acondicionado"",Comida,Wifi,Agua,TV}","{Baracaldo,Reus,""Santa Lucía de Tirajana""}"
577050,Sta.galarza@viajes.cl,57782,Mataró,Vitoria,59,243,60000,"SJ (Suecia)",{},"{""San Cristróbal de la Laguna"",Elda,Torrelavega,Granollers,Motril}"
577082,sonia2196@viajes.cl,21685,Jaén,"San Sebastían de los Reyes",26,3742,297000,"SNCB (Bélgica)","{Calefacción,""Asientos reclinables"",Baño,Wifi,""Aire acondicionado"",Agua,Comida}","{Badalona,""Torrejón de Ardoz"",Torremolinos,Rubí,Benidorm}"
577087,jomebo@viajes.ceele,65168,"San Sebastían de los Reyes",Valdemoro,55,3385,255000,Italo,"{TV,Comida,Wifi,Agua,Baño,""Asientos reclinables""}","{""San Cristróbal de la Laguna"",Vigo,Inca}"
577089,Sra.camacho@viajes.cl,2466,Fuengirola,Ferrol,95,2942,161000,"CFR (Rumania)","{""Asientos reclinables"",Wifi,""Aire acondicionado"",TV,Baño,Comida}","{""Alcalá de Guadaira"",""Jerez de la Frontera"",Tarrasa}"
577092,horacio206@viajes.cl,94092,Ferrol,Benalmádena,96,2094,182000,AVE,"{Agua,""Asientos reclinables"",TV,""Aire acondicionado""}","{Torrevieja,Estepona}"
577098,evmagu@viajes.cl,34492,Alcorcón,"Santa Cruz de Tenerife",78,3578,202000,"ZSSK (Eslovaquia)","{Agua,TV,""Asientos reclinables"",Comida,""Aire acondicionado"",Wifi}","{Murcia,Inca}"
577099,bellma@viajes.cl,96977,"Santa Cruz de Tenerife",Fuengirola,15,1064,90000,"Nederlandse Sp","{""Asientos reclinables"",Baño,Comida}","{Badalona,Mataró,Alicante,Gijón,Majadahonda}"
577134,timoteo4318@viajes.cl,69886,Alcobendas,Rivas-Vaciamadrid,26,2946,115000,"TGV (SNCF)","{""Aire acondicionado"",Baño,Calefacción,TV,Wifi,Agua}",{Coslada}
577139,timoteo8683@viajes.ceele,86742,Rivas-Vaciamadrid,Bilbao,81,1260,59000,"ŽFBH (Bosnia y Herzegovina)","{""Asientos reclinables"",""Aire acondicionado"",TV}",{Majadahonda}
577143,Mayteguevara@viajes.cl,13515,"Talavera de la Reina",Rubí,61,3980,158000,"TGV (SNCF)","{Agua,TV,Calefacción,Comida,""Aire acondicionado"",Wifi,Baño}","{Zamora,Majadahonda,Estepona,Linares,Segovia}"
577144,Yolandaoquendo@viajes.cl,69732,rubí#,Cáceres,52,789,105000,Italo,"{""Asientos reclinables"",Wifi,Calefacción}","{Jaén,""Molina de Segura"",Orense,Valencia,""San Sebastián""}"
577175,mairsOe@viajes.ceele,92097,León,"Torrejón de Ardoz",87,3768,494000,"ZSSK (Eslovaquia)","{Wifi,""Asientos reclinables"",Calefacción,Comida,""Aire acondicionado"",Agua,Baño}","{Sagunto,Coslada}"
577181,micalu@viajes.cl,4745,"Sanlúcar de Barrameda",Huelva,86,803,76000,"BDZ (Bulgaria)","{Wifi,Baño,""Asientos reclinables""}","{León,Albacete,Vigo,Sevilla,Orense}"
577187,timoteo1196@viajes.cl,21847,Huelva,"Santa Coloma de Gramanet",13,2257,217000,"CP (Portugal)","{Wifi,""Asientos reclinables"",Calefacción,""Aire acondicionado"",Baño}","{Vigo,""Alcalá de Guadaira"",Granada}"
577195,mitoca@viajes.ceele,52373,badalona#,"DOS HERMANAS!!!",55,2511,100000,"ÖBB (Austria)","{Agua,""Aire acondicionado"",Comida,Baño,Calefacción}","{Elche,Pontevedra,""Palma de Mallorca""}"
577199,Sergioramos@viajes.cl,27530,Gijón,Arrecife,35,343,142000,Renfe,{},"{Ponferrada,Guadalajara,""Jerez de la Frontera""}"
577202,gucral@viajes.cl,61374,arrecife#,Baracaldo,50,3090,247000,"BDZ (Bulgaria)","{""Aire acondicionado"",Comida,TV,Agua,Wifi,Calefacción}","{Sabadell,Linares,""San Fernando"",Cartagena}"
577203,sta.1826@viajes.cl,83709,Orihuela,"Santiago de Compostela",19,3829,320000,"ZSSK (Eslovaquia)","{""Aire acondicionado"",Baño,Agua,Comida,TV,Calefacción,Wifi}",{Estepona}
577240,rosalia3675@viajes.cl,68724,Estepona,Motril,83,4132,276000,"BDZ (Bulgaria)","{""Asientos reclinables"",Agua,Baño,""Aire acondicionado"",Calefacción,Wifi,TV}",{Calahorra}
577246,JosOolOIpez@viajes.ceele,50850,motril#,Benalmádena,29,2763,282000,"CP (Portugal)","{Wifi,Agua,Calefacción,Baño,TV}","{""Mollet del Vallés""}"
577247,jabOeco@viajes.cl,81332,Benalmádena,Valdemoro,86,2899,282000,"ŽFBH (Bosnia y Herzegovina)","{""Asientos reclinables"",TV,Comida,""Aire acondicionado"",Calefacción,Agua}","{Alicante,""Sanlúcar de Barrameda"",Zaragoza}"
577287,JosOorivero@viajes.cl,98403,Ferrol,"Chiclana de la Frontera",88,2155,107000,"NS International","{TV,Calefacción,Wifi,Agua}","{Puertollano,Leganés,Parla,Avilés,Vitoria}"
577289,anita9356@viajes.cl,12839,"Santiago de Compostela","San Cristróbal de la Laguna",76,3297,273000,Italo,"{Calefacción,Wifi,Comida,""Aire acondicionado"",""Asientos reclinables"",Agua}",{Elda}
577290,Marisolsantacruz@viajes.cl,77408,"San Cristróbal de la Laguna","San Sebastián",59,588,163000,"NS International",{},{Telde}
577316,anluroco@viajes.cl,53626,Estepona,"Las Palmas de Gran Canaria",28,2135,107000,Trenitalia,"{Calefacción,Comida,""Asientos reclinables"",Baño}","{Gerona,Gecho,Zamora}"
577317,silvia552@viajes.cl,78174,"Las Palmas de Gran Canaria",Guadalajara,86,3620,443000,"ŽFBH (Bosnia y Herzegovina)","{Baño,Calefacción,""Aire acondicionado"",Agua,Wifi,""Asientos reclinables"",Comida}",{Santander}
577343,Rosariodelagarza@viajes.cl,x,"Palma de Mallorca",x,67,2882,206000,AVE,"{Baño,""Aire acondicionado"",Agua,Comida,""Asientos reclinables"",Calefacción}","{""Palma de Mallorca"",""Las Palmas de Gran Canaria"",Salamanca,Córdoba}"
577360,Homerooquendo@viajes.cl,98740,Rubí,Tarrasa,71,3193,197000,"RZD (Rusia)","{""Asientos reclinables"",Comida,Agua,Calefacción,Wifi,TV}","{León,Marbella,Manresa,Ferrol,Rivas-Vaciamadrid}"
577364,Homerohidalgo@viajes.cl,68405,León,"El Prat de LLobregat",80,279,127000,"ZS (Eslovenia)",{},"{Almería,Leganés}"
577365,marOAa1272@viajes.cl,6220,"El Prat de LLobregat",Gecho,84,1694,65000,"SBB (Suiza)","{Agua,Comida,Wifi,""Asientos reclinables""}","{Benalmádena,Leganés,""Collado Villalba"",""Santiago de Compostela""}"
577366,Sra.avilOos@viajes.cl,x,x,León,76,1424,130000,"Nederlandse Sp",x,"{Cádiz,Fuengirola,Tarragona}"
577444,Sergioceballos@viajes.ceele,12183,león#,Sevilla,28,3695,407000,Trenitalia,"{Agua,""Asientos reclinables"",Baño,Calefacción,TV,Wifi,""Aire acondicionado""}","{""Santa Cruz de Tenerife"",""San Cristróbal de la Laguna"",Paterna,Jaén,""El Puerto de Santa María""}"
577445,joroar@viajes.ceele,26750,Sevilla,Coslada,70,3125,148000,AVE,"{Calefacción,Wifi,Agua,TV,Baño,""Asientos reclinables""}","{Pamplona,Granollers,Benalmádena,Linares}"
577447,stadsial@viajes.cl,22605,"Alcalá de Guadaira",Leganés,56,2277,195000,Amtrak,"{Comida,""Asientos reclinables"",TV,Wifi,""Aire acondicionado""}","{Ceuta,Cuenta}"
577448,sr.9698@viajes.ceele,19386,Leganés,Almería,12,824,66000,x,"{Wifi,Agua,""Asientos reclinables""}","{Lérida,""San Cristróbal de la Laguna"",Gijón,""Pozuelo de Alarcón"",Cáceres}"
577454,Sr.vOezquez@viajes.cl,62095,"Sanlúcar de Barrameda","Jerez de la Frontera",94,3254,160000,"MÁV (Hungría)","{Agua,Wifi,Comida,Calefacción,Baño,TV}","{Bilbao,Torrelavega,Santander,Gijón}"
577470,lourdes1321@viajes.cl,10818,Lugo,Logroño,45,4094,458000,"BDZ (Bulgaria)","{""Asientos reclinables"",TV,Comida,Baño,Wifi,""Aire acondicionado"",Agua}","{""Santa Coloma de Gramanet""}"
577501,Raquellira@viajes.cl,75750,Córdoba,Gecho,19,4315,211000,Italo,"{Calefacción,TV,Wifi,Agua,Baño,""Aire acondicionado"",""Asientos reclinables""}",{Cartagena}
577505,manuela4257@viajes.ceele,98307,gecho#,Badalona,11,2650,99000,"SNCB (Bélgica)","{Wifi,""Asientos reclinables"",Calefacción,TV,Baño}","{""Molina de Segura"",""San Fernando"",Irún}"
577543,Evamontes@viajes.cl,80994,"Santiago de Compostela",Ponferrada,67,4151,485000,"CFR (Rumania)","{TV,Wifi,Calefacción,Comida,""Asientos reclinables"",Agua,""Aire acondicionado""}","{Elche,Orihuela,Cáceres,Burgos}"
577561,Saramuro@viajes.cl,52537,Arrecife,Algeciras,64,514,44000,"HŽ (Croacia)",{},"{Alcoy,Ferrol,""Cerdañola del Vallés""}"
577563,stlufoca@viajes.cl,80923,Algeciras,Córdoba,53,4097,163000,"Nederlandse Sp","{TV,Calefacción,Wifi,""Aire acondicionado"",Baño,Agua,""Asientos reclinables""}",{Jaén}
577566,agustOAn4619@viajes.cl,41071,Vitoria,"San Fernando",21,496,134000,"SBB (Suiza)",{},"{Paterna,Málaga}"
577573,Antonianegrete@viajes.cl,88103,"San Fernando",Málaga,40,1463,53000,"BDZ (Bulgaria)","{""Aire acondicionado"",TV,Agua,Baño}","{Puertollano,""Pozuelo de Alarcón""}"
577577,gasave@viajes.ceele,27326,Málaga,Orihuela,11,312,19000,"CD (República Checa)",{},"{Alcobendas,""Ciudad Real"",Burgos,Córdoba}"
577621,garaal@viajes.cl,6082,Mijas,Ávila,72,1724,87000,"ZSSK (Eslovaquia)","{""Asientos reclinables"",Baño,""Aire acondicionado"",Wifi}","{""Cerdañola del Vallés"",Sagunto,Mérida,Badajoz,Oviedo}"
577634,giralo@viajes.ceele,77176,Estepona,MAJADAHONDA!!!,44,2184,297000,"SJ (Suecia)","{""Aire acondicionado"",Baño,TV,Agua,""Asientos reclinables""}","{Paterna,Torrelavega}"
577635,florencia2397@viajes.cl,61310,Majadahonda,Logroño,12,901,76000,Thalys,"{Wifi,Comida,TV}","{""Hospitalet de LLobregat"",Sagunto,Algeciras,Telde}"
577647,vOAroma@viajes.cl,96663,Sevilla,Gandía,19,3479,126000,"NS International","{Calefacción,Agua,Wifi,TV,Comida,Baño}","{Badalona,Móstoles}"
577648,diego416@viajes.cl,40465,Algeciras,Lorca,77,4083,497000,"VR (Finlandia)","{Calefacción,Baño,TV,Agua,Comida,Wifi,""Aire acondicionado""}","{Fuenlabrada,""Torrejón de Ardoz""}"
577651,gabriel3001@viajes.cl,37158,Lorca,"Santa Lucía de Tirajana",49,1678,189000,"NS International","{Calefacción,Baño,Agua,""Aire acondicionado""}","{Valladolid,Jaén,""Santa Lucía de Tirajana""}"
577652,LuismelOondez@viajes.cl,22648,"santa lucía de tirajana#","El Ejido",82,1102,129000,"TGV (SNCF)","{Comida,""Aire acondicionado"",Agua}","{""El Prat de LLobregat"",Granada}"
577670,beatriz8944@viajes.ceele,97214,puertollano#,Calahorra,6,488,88000,"SBB (Suiza)",{},"{""Palma de Mallorca"",Sagunto,Telde}"
577688,armando6407@viajes.cl,68480,Rivas-Vaciamadrid,Orense,72,466,149000,"TGV (SNCF)",{},"{Alcoy,""La Línea de la Concepción""}"
577689,homero1996@viajes.ceele,84619,Badalona,Baracaldo,63,2653,245000,Thalys,"{""Asientos reclinables"",Comida,Baño,""Aire acondicionado"",Calefacción}","{""El Prat de LLobregat"",Avilés,Córdoba,Arrecife}"
577694,Lolavillarreal@viajes.cl,72754,Pontevedra,Baracaldo,57,1554,162000,"ŽSSK (Eslovaquia)","{TV,Calefacción,Comida,Baño}","{Parla,Segovia,Logroño}"
577720,gregorio2322@viajes.cl,49161,Segovia,Torremolinos,78,2324,223000,"CD (República Checa)","{""Aire acondicionado"",Calefacción,Baño,""Asientos reclinables"",Agua}",{Tarragona}
577729,stlipeva@viajes.cl,12889,Algeciras,Jaén,23,1074,126000,"CFR (Rumania)","{Comida,Agua,Calefacción}","{""Torrejón de Ardoz"",Guadalajara,""El Puerto de Santa María"",Reus,Ferrol}"
577749,Marcosmaldonado@viajes.cl,4820,Pamplona,Elche,9,438,151000,"ŽFBH (Bosnia y Herzegovina)",{},"{Torrelavega,Bilbao,""Dos Hermanas"",""Alcalá de Henares"",""Talavera de la Reina""}"
577767,EmiliavillagOImez@viajes.ceele,82260,linares#,Zaragoza,92,2226,273000,"DSB (Dinamarca)","{Agua,""Aire acondicionado"",Calefacción,Baño,Comida}",{Murcia}
577768,nasiza@viajes.cl,34069,Zaragoza,Cuenta,80,1857,113000,"DSB (Dinamarca)","{""Asientos reclinables"",Agua,Wifi,Baño}",{Estepona}
577770,ana514@viajes.ceele,8087,"Santa Cruz de Tenerife",Mérida,67,1460,168000,Renfe,"{Comida,Wifi,TV,""Aire acondicionado""}","{Ferrol,""Roquetas de Mar"",Sagunto,Salamanca}"
577778,sra.7007@viajes.cl,71416,"Hospitalet de LLobregat",Benidorm,90,2394,84000,"CD (República Checa)","{TV,Calefacción,""Asientos reclinables"",Wifi,Baño}","{Benalmádena,""Torrejón de Ardoz"",""Molina de Segura"",Puertollano}"
577809,sra.4066@viajes.cl,59830,Motril,Pamplona,2,477,106000,"HŽ (Croacia)",{},"{""Sanlúcar de Barrameda"",Elche,""Collado Villalba""}"
577826,alejandra9569@viajes.cl,72066,"Jerez de la Frontera",Cuenta,52,3659,197000,"ZSSK (Eslovaquia)","{""Aire acondicionado"",Calefacción,Agua,Wifi,TV,""Asientos reclinables"",Comida}","{""La Coruña"",Estepona,Málaga}"
577835,elpOeba@viajes.ceele,73880,Gecho,MOTRIL!!!,16,1647,122000,AVE,"{""Asientos reclinables"",Comida,Wifi,TV}","{Pontevedra,Valdemoro}"
577837,Sr.sepOUlveda@viajes.cl,54792,Sevilla,Córdoba,76,2836,126000,"ŽFBH (Bosnia y Herzegovina)","{Comida,Calefacción,Agua,Baño,""Aire acondicionado""}","{""La Línea de la Concepción"",""San Sebastián"",Valladolid}"
577839,srpemeol@viajes.cl,33580,"La Línea de la Concepción","Dos Hermanas",14,3003,186000,AVE,"{""Aire acondicionado"",Baño,Agua,TV,Wifi,""Asientos reclinables""}","{Rubí,Torrevieja}"
577843,gilberto9282@viajes.cl,68617,torrevieja#,Vitoria,67,4071,240000,"ŽFBH (Bosnia y Herzegovina)","{Agua,Calefacción,Wifi,""Asientos reclinables"",Comida,Baño,""Aire acondicionado""}","{Avilés,""Las Palmas de Gran Canaria"",Cádiz}"
577847,sra.6699@viajes.cl,97747,vigo#,Burgos,22,1959,54000,"NSB (Noruega)","{Calefacción,TV,""Aire acondicionado"",""Asientos reclinables""}","{Cáceres,""Alcalá de Henares"",Mijas,""Cerdañola del Vallés"",""La Línea de la Concepción""}"
577860,ClaudiamarOAn@viajes.ceele,33969,"La Línea de la Concepción",Ávila,31,3054,165000,"BDZ (Bulgaria)","{""Aire acondicionado"",TV,Baño,""Asientos reclinables"",Wifi,Agua}",{Telde}
577931,Doloresaguilera@viajes.cl,45588,Benalmádena,"Alcalá de Guadaira",2,3899,254000,"VR (Finlandia)","{Comida,TV,Calefacción,""Asientos reclinables"",Agua,Baño,Wifi}","{""Pozuelo de Alarcón"",Manresa,""Sanlúcar de Barrameda"",Madrid}"
577945,sacrbu@viajes.cl,69177,Calahorra,CARTAGENA!!!,59,392,43000,"RZD (Rusia)",{},"{""La Coruña"",Gandía}"
577954,VOActorpartida@viajes.cl,66377,"Santa Cruz de Tenerife",Benalmádena,95,1384,52000,"ZFBH (Bosnia y Herzegovina)","{Baño,Wifi,Agua}","{Irún,Jaén,Bilbao}"
577958,sr.3517@viajes.cl,59588,Benalmádena,Alcoy,44,2401,170000,"DSB (Dinamarca)","{TV,Wifi,Calefacción,""Asientos reclinables"",Agua}","{""Collado Villalba"",Gerona,""Las Palmas de Gran Canaria""}"
577964,sr.7869@viajes.cl,99063,"San Fernando",Granada,91,3325,232000,"Deutsche Bahn (DB)","{""Aire acondicionado"",Baño,Comida,TV,Wifi,Agua}","{""El Puerto de Santa María"",Marbella,Mérida,Gandía,Badajoz}"
577971,adOen4388@viajes.cl,67473,Sagunto,Tarragona,50,3366,239000,"MÁV (Hungría)","{Agua,Wifi,Baño,Calefacción,""Aire acondicionado"",TV}",{Gerona}
578005,Sta.lugo@viajes.ceele,x,Huelva,Oviedo,95,3694,370000,"RZD (Rusia)","{Comida,TV,""Aire acondicionado"",Agua,Calefacción,Wifi,Baño}",{Cáceres}
578010,Lourdesgamez@viajes.cl,65892,Santander,Ávila,12,3167,120000,"Deutsche Bahn (DB)","{""Asientos reclinables"",Calefacción,Comida,Agua,Baño,""Aire acondicionado""}","{Salamanca,Mijas}"
578011,AriadnagarcOAa@viajes.cl,13082,Baracaldo,Granada,1,309,162000,"ZFBH (Bosnia y Herzegovina)",{},{Valdemoro}
578012,vininOU@viajes.cl,74574,Cartagena,Torrevieja,74,1980,162000,"DSB (Dinamarca)","{""Asientos reclinables"",""Aire acondicionado"",Baño,Agua}","{""La Coruña""}"
578017,Sra.chacOIn@viajes.cl,54853,Pontevedra,"Cerdañola del Vallés",25,1590,59000,"NS International","{Calefacción,""Asientos reclinables"",Wifi,""Aire acondicionado""}","{Logroño,""Castellón de la Plana""}"
578095,sofia9256@viajes.cl,49413,Pontevedra,Elda,25,3308,342000,"ZSSK (Eslovaquia)","{Agua,Wifi,Comida,Baño,""Asientos reclinables"",TV}","{""Pozuelo de Alarcón"",Granada,Gecho,Vigo}"
578096,sta.9484@viajes.cl,66799,Mérida,Fuenlabrada,94,1714,65000,"TGV (SNCF)","{""Asientos reclinables"",""Aire acondicionado"",Baño,Wifi}","{""Cornellá de Llobregat"",Granollers,Barcelona,""La Coruña""}"
578102,Samuelarenas@viajes.cl,96978,Granollers,Segovia,43,2609,119000,"Nederlandse Sp","{Agua,""Asientos reclinables"",Comida,Calefacción,TV}","{Rubí,Santander}"
578105,clara5464@viajes.cl,5972,Segovia,"Santa Coloma de Gramanet",88,959,83000,"NS International","{TV,""Aire acondicionado"",Comida}","{Benalmádena,""Santiago de Compostela""}"
578111,Alfredocardona@viajes.cl,62023,"Santa Coloma de Gramanet",Gijón,42,392,152000,"ZSSK (Eslovaquia)",{},"{""Talavera de la Reina"",""Pozuelo de Alarcón"",Tarragona,Irún}"
578113,LuismelOondez@viajes.cl,78834,"San Cristróbal de la Laguna","San Cristróbal de la Laguna",61,3704,236000,"ŽFBH (Bosnia y Herzegovina)","{""Aire acondicionado"",Agua,TV,Wifi,Calefacción,Baño,""Asientos reclinables""}","{""Jerez de la Frontera""}"
578131,ana3277@viajes.cl,18681,Baracaldo,"Torrejón de Ardoz",27,122,138000,"MÁV (Hungría)",{},"{Valdemoro,Granollers,Zamora,Vigo}"
578133,doprcr@viajes.cl,14389,"Torrejón de Ardoz",Valencia,85,357,28000,"ŽFBH (Bosnia y Herzegovina)",{},"{""Torrejón de Ardoz"",Sabadell,Cádiz,Valladolid,Inca}"
