codigo_reserva,correo_empleado,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,tipo,comodidades
577491,claudio5918@viajes.cl,18598,Mijas,Valencia,34,2326,136000,Monbus,Cama,"{Calefacción,Agua,TV}"
577499,gotrja@viajes.cl,21401,Avilés,"Molina de Segura",44,3141,57000,JetSur,Cama,"{Wifi,Calefacción,""Aire acondicionado""}"
577500,alguor@viajes.cl,30262,"Molina de Segura",Valdemoro,30,3378,156000,Megabus,Cama,"{Baño,Agua,""Aire acondicionado""}"
577510,Guillerminaserrano@viajes.cl,94856,Viladecans,Gijón,46,327,24000,"EME Bus",Normal,"{TV,Wifi,Calefacción}"
577516,segama@viajes.cl,46074,Huelva,Ferrol,36,900,173000,FlixBus,Cama,"{Wifi,""Aire acondicionado"",""Asientos reclinables""}"
577522,Antoniouribe@viajes.cl,44785,Zaragoza,"Santa Cruz de Tenerife",34,958,143000,"Estrella Roja",Cama,"{""Aire acondicionado"",Calefacción,Agua}"
577528,sra.3499@viajes.ceele,48922,"Santa Cruz de Tenerife",Mijas,46,1449,169000,Andesmar,Cama,"{Wifi,Baño,""Aire acondicionado""}"
577536,sr.6787@viajes.cl,2417,Mijas,Pamplona,38,1914,98000,Monbus,Cama,"{""Aire acondicionado"",Comida,Calefacción}"
577542,raarmo@viajes.cl,242,Móstoles,"Pozuelo de Alarcón",46,2783,100000,JetSur,Cama,"{""Asientos reclinables"",Wifi,TV}"
577565,Sta.guerra@viajes.cl,87603,"Santiago de Compostela",Mijas,43,3791,130000,"Condor Bus",Cama,"{""Aire acondicionado"",Calefacción,Comida}"
577594,horacio279@viajes.cl,51273,Guadalajara,Lugo,30,3197,122000,"Crucero del Norte",Cama,"{Baño,Calefacción,""Asientos reclinables""}"
577598,Sr.curiel@viajes.cl,45581,Coslada,Cuenta,46,3921,96000,Plusmar,Cama,"{TV,Agua,""Asientos reclinables""}"
577599,stjoartOo@viajes.cl,69419,Madrid,Córdoba,30,625,156000,BoltBus,Cama,"{Wifi,TV,""Asientos reclinables""}"
577605,carla1836@viajes.cl,94039,Córdoba,Guadalajara,37,2206,176000,"Flecha Bus",Cama,"{Baño,Wifi,Agua}"
577611,raanro@viajes.cl,86322,Guadalajara,León,49,680,132000,Monbus,Cama,"{""Aire acondicionado"",Wifi,Calefacción}"
577613,raquva@viajes.cl,40806,Badajoz,Alcobendas,42,2879,87000,FlixBus,Cama,"{""Asientos reclinables"",Agua,TV}"
577616,eduardo5176@viajes.ceele,74715,ferrol#,Jaén,49,3402,170000,ADO,Cama,"{Calefacción,""Aire acondicionado"",""Asientos reclinables""}"
577617,rosalia2275@viajes.cl,92580,Jaén,"Torrejón de Ardoz",47,3298,90000,"Buses Romani",Cama,"{Baño,""Asientos reclinables"",Calefacción}"
577639,vicente780@viajes.cl,20470,"Alcalá de Guadaira",Avilés,45,2966,87000,Greyhound,Cama,"{Baño,Calefacción,TV}"
577695,leonor2699@viajes.cl,52530,Mataró,Alcorcón,47,3260,84000,"Buses Romani",Cama,"{Wifi,Calefacción,Baño}"
577711,federico7015@viajes.ceele,49780,Gerona,MáLAGA!!!,43,4039,156000,"Buses Ahumada",Cama,"{Agua,""Asientos reclinables"",Baño}"
577712,hesesi@viajes.cl,73772,Málaga,BILBAO!!!,42,3991,183000,"EME Bus",Cama,"{""Aire acondicionado"",Baño,""Asientos reclinables""}"
577760,RaOUlarredondo@viajes.cl,23562,Lugo,Alcorcón,49,3190,105000,Megabus,Cama,"{Baño,TV,Comida}"
577761,Sra.arias@viajes.ceele,35474,alcorcón#,Málaga,45,1325,110000,Futura,Cama,"{Calefacción,Agua,Baño}"
577766,rogali@viajes.ceele,90900,Málaga,Vigo,30,2465,184000,"EME Bus",Cama,"{""Aire acondicionado"",""Asientos reclinables"",Calefacción}"
577785,germOen6032@viajes.cl,25435,Algeciras,Ferrol,36,3544,172000,Alsa,Cama,"{Calefacción,Wifi,TV}"
577798,Sta.saiz@viajes.cl,17253,Alcorcón,Calahorra,34,2390,77000,Monbus,Cama,"{Calefacción,Wifi,""Aire acondicionado""}"
577802,arvire@viajes.ceele,9154,Alcoy,Gecho,41,388,80000,"Primera Plus",Semi-cama,"{Calefacción,Baño,Comida}"
577811,DOoborahenrOAquez@viajes.cl,1280,Sevilla,"Roquetas de Mar",46,3199,175000,"Buses Nilahue",Cama,"{Baño,""Aire acondicionado"",Comida}"
577812,Adrianaterrazas@viajes.cl,7244,"roquetas de mar#",Segovia,48,382,58000,"EME Bus",Semi-cama,"{""Asientos reclinables"",Baño,Wifi}"
577813,diego9697@viajes.cl,64178,"San Sebastián",Telde,50,3262,165000,"ETN Turistar",Cama,"{Calefacción,""Asientos reclinables"",""Aire acondicionado""}"
577814,gralro@viajes.cl,819,Telde,Gecho,35,2921,187000,Monbus,Cama,"{""Asientos reclinables"",Agua,""Aire acondicionado""}"
577815,malitr@viajes.cl,55350,Gecho,Badajoz,40,1529,57000,Greyhound,Cama,"{""Asientos reclinables"",Calefacción,Agua}"
577846,Maricarmenfranco@viajes.cl,49536,Mataró,Marbella,36,2769,71000,Andesmar,Cama,"{Wifi,""Asientos reclinables"",""Aire acondicionado""}"
577880,crgapo@viajes.ceele,94480,Badalona,"Hospitalet de LLobregat",47,4196,114000,"Buses Romani",Cama,"{Agua,Baño,Comida}"
577883,manuela4257@viajes.ceele,38102,x,ALICANTE!!!,x,1670,x,"Pullman Bus",Cama,"{Wifi,""Asientos reclinables"",Agua}"
577884,jorge8096@viajes.cl,29464,zaragoza#,Gerona,35,558,54000,Andesmar,Semi-cama,"{""Aire acondicionado"",Baño,Wifi}"
577889,lumaca@viajes.cl,34088,Albacete,Coslada,30,2501,92000,FlixBus,Cama,"{Wifi,""Asientos reclinables"",Agua}"
577892,sra.8108@viajes.cl,52660,Tarrasa,Leganés,31,1555,194000,Chevallier,Cama,"{Baño,Calefacción,TV}"
577893,mamoma@viajes.ceele,31155,Leganés,Ferrol,36,2234,56000,"Pullman Bus",Cama,"{""Aire acondicionado"",Calefacción,Agua}"
577910,sra.7945@viajes.ceele,60032,Albacete,Huelva,47,2294,59000,"El Rápido Internacional",Cama,"{""Aire acondicionado"",Comida,Wifi}"
577922,Miguelregalado@viajes.cl,67054,Granollers,Badajoz,47,1321,142000,"Buses Ahumada",Cama,"{Calefacción,Agua,""Aire acondicionado""}"
577988,alfredo5877@viajes.ceele,47936,Majadahonda,"La Coruña",41,1837,92000,Turbus,Cama,"{""Asientos reclinables"",Comida,Agua}"
577994,esteban919@viajes.cl,85917,Irún,Granollers,33,1028,75000,Avanza,Cama,"{Agua,Wifi,""Asientos reclinables""}"
578000,fevepr@viajes.cl,59419,Lugo,"Santa Cruz de Tenerife",38,2636,195000,"Condor Bus",Cama,"{Wifi,Comida,Agua}"
578001,stsaalre@viajes.cl,41052,"santa cruz de tenerife#",Barcelona,47,2739,139000,Turbus,Cama,"{""Asientos reclinables"",""Aire acondicionado"",Agua}"
578002,EduardovOezquez@viajes.cl,4341,Barcelona,Mérida,37,1593,110000,Monbus,Cama,"{Wifi,""Asientos reclinables"",Agua}"
578003,rebeca3851@viajes.cl,22446,Arrecife,Elche,38,4310,184000,Chevallier,Cama,"{Baño,Comida,Calefacción}"
578019,sta.8315@viajes.cl,47447,"San Cristróbal de la Laguna",Getafe,36,2884,185000,Alsa,Cama,"{Comida,TV,Agua}"
578022,ClaudiamarOAn@viajes.cl,62137,Getafe,Cáceres,33,3851,166000,Chevallier,Cama,"{Wifi,Comida,Baño}"
578027,rachgOI@viajes.cl,50261,Cáceres,Parla,39,3025,52000,Plusmar,Cama,"{Calefacción,""Asientos reclinables"",TV}"
578028,Emiliomontez@viajes.cl,55926,Valencia,Granada,38,1723,61000,"Via Bariloche",Cama,"{""Asientos reclinables"",TV,Baño}"
578034,sra.5997@viajes.ceele,43470,granada#,ALICANTE!!!,38,1586,169000,Socibus,Cama,"{Baño,Agua,""Aire acondicionado""}"
578035,Timoteonavarrete@viajes.cl,21787,Alicante,Telde,49,1370,172000,"Flecha Bus",Cama,"{Agua,Calefacción,Baño}"
578036,beloar@viajes.cl,13781,Leganés,Burgos,50,3407,79000,Alsa,Cama,"{Baño,TV,""Aire acondicionado""}"
578038,Sra.fierro@viajes.cl,26613,Burgos,Orense,49,2364,63000,Avanza,Cama,"{Baño,Agua,Wifi}"
578046,mamoma@viajes.cl,50887,Orense,Mérida,37,2109,194000,Futura,Cama,"{Wifi,""Aire acondicionado"",""Asientos reclinables""}"
578055,benito4793@viajes.ceele,77292,cuenta#,x,47,1018,112000,Andesmar,Cama,"{Agua,Wifi,TV}"
578056,PedroramOArez@viajes.cl,70869,"La Coruña","San Sebastían de los Reyes",44,1935,115000,Alsa,Cama,"{Wifi,Comida,Agua}"
578078,sta.7694@viajes.cl,61567,"Torrejón de Ardoz",Valdemoro,48,3731,75000,ADO,Cama,"{Baño,TV,""Asientos reclinables""}"
578079,david1544@viajes.ceele,69677,Valdemoro,CáDIZ!!!,35,3490,80000,"Pullman Bus",Cama,"{TV,Baño,""Aire acondicionado""}"
578080,sra.5341@viajes.cl,99808,Cádiz,Orense,30,2827,79000,BoltBus,Cama,"{TV,Baño,Calefacción}"
578086,guadalupe9640@viajes.cl,71370,Palencia,Pontevedra,48,1906,60000,Damas,Cama,"{TV,""Aire acondicionado"",Agua}"
578087,anbome@viajes.cl,1469,Avilés,"San Fernando",47,2438,118000,FlixBus,Cama,"{Wifi,Baño,""Asientos reclinables""}"
578121,JuanasOeenz@viajes.cl,97837,Gerona,Marbella,44,3958,130000,Chevallier,Cama,"{Comida,Wifi,Agua}"
578125,srvioldu@viajes.ceele,38013,Rivas-Vaciamadrid,Vitoria,39,3512,98000,Chevallier,Cama,"{Comida,Wifi,TV}"
578128,srclarca@viajes.cl,34841,Vitoria,PUERTOLLANO!!!,31,4155,96000,"Pullman Bus",Cama,"{Wifi,""Aire acondicionado"",""Asientos reclinables""}"
578130,stmiOenalOeg@viajes.cl,53583,Puertollano,"Torrejón de Ardoz",42,4134,70000,"Pullman Bus",Cama,"{TV,""Aire acondicionado"",Comida}"
578142,tomOeso@viajes.cl,86344,"san sebastián#","Palma de Mallorca",33,3573,133000,"Buses Bio Bio",Cama,"{Wifi,Baño,Comida}"
578153,Cristianvillegas@viajes.cl,21688,Barcelona,Cuenta,36,2248,151000,"Pullman Bus",Cama,"{""Asientos reclinables"",Calefacción,Comida}"
578154,conchita3389@viajes.cl,52149,Valladolid,Benidorm,31,2421,166000,"Flecha Bus",Cama,"{Agua,Calefacción,Baño}"
578180,graciela2674@viajes.cl,26479,Granada,"Chiclana de la Frontera",31,2130,161000,Greyhound,Cama,"{TV,""Asientos reclinables"",Agua}"
578228,Elsaaguilera@viajes.cl,60346,Lorca,Ceuta,32,4200,185000,"Crucero del Norte",Cama,"{Calefacción,Baño,""Aire acondicionado""}"
578237,hebOogo@viajes.cl,24575,parla#,AVILéS!!!,40,3064,140000,"Buses Nilahue",Cama,"{""Asientos reclinables"",Wifi,TV}"
578252,camara@viajes.cl,31426,Torrevieja,"San Fernando",43,3800,56000,"Buses Nilahue",Cama,"{Wifi,Calefacción,Agua}"
578270,grhera@viajes.ceele,39315,"Cornellá de Llobregat",Granada,42,3110,138000,"Buses Nilahue",Cama,"{Wifi,Agua,Comida}"
578272,Albertofigueroa@viajes.ceele,38087,"collado villalba#",Badalona,31,3957,147000,"Buses Nilahue",Cama,"{""Aire acondicionado"",Calefacción,Agua}"
578286,david2165@viajes.cl,34754,Lérida,"Jerez de la Frontera",36,1484,152000,Socibus,Cama,"{Comida,""Aire acondicionado"",Agua}"
578290,SamuelvOesquez@viajes.cl,70837,"Jerez de la Frontera",Gerona,43,409,77000,Greyhound,Cama,"{""Asientos reclinables"",""Aire acondicionado"",Comida}"
578294,Sta.cardenas@viajes.cl,76052,"El Prat de LLobregat",Alcorcón,42,3169,132000,Avanza,Cama,"{""Aire acondicionado"",Baño,TV}"
578312,Sr.valdivia@viajes.cl,4132,león#,GANDíA!!!,33,1998,90000,JetSur,Cama,"{""Aire acondicionado"",Wifi,""Asientos reclinables""}"
578319,sra.7316@viajes.cl,42188,"Las Palmas de Gran Canaria",Paterna,45,2431,142000,"Flecha Bus",Cama,"{Wifi,""Aire acondicionado"",Calefacción}"
578320,stsileor@viajes.cl,92145,Paterna,Alicante,33,266,33000,BoltBus,Semi-cama,"{""Asientos reclinables"",Wifi,Calefacción}"
578342,Sra.fierro@viajes.cl,15982,Gecho,Torrelavega,32,1818,113000,"EME Bus",Cama,"{""Aire acondicionado"",TV,""Asientos reclinables""}"
578351,COosaresquibel@viajes.cl,81270,Calahorra,Bilbao,40,2515,153000,Socibus,Cama,"{TV,""Aire acondicionado"",Agua}"
578356,mariana7516@viajes.cl,74809,Bilbao,Mérida,35,1166,79000,"Crucero del Norte",Cama,"{Agua,Calefacción,TV}"
578364,feloal@viajes.cl,79368,Vitoria,Guadalajara,47,2836,115000,Alsa,Cama,"{""Asientos reclinables"",Agua,Comida}"
578392,srracaco@viajes.cl,85109,Pamplona,Lérida,39,1240,157000,Greyhound,Cama,"{Baño,""Aire acondicionado"",Calefacción}"
578416,Sr.badillo@viajes.cl,89869,"El Ejido",Oviedo,38,3764,161000,BoltBus,Cama,"{Baño,""Asientos reclinables"",TV}"
578422,srsasequ@viajes.cl,6397,Oviedo,Tarragona,48,3271,125000,ADO,Cama,"{Agua,""Aire acondicionado"",Calefacción}"
578430,stvOAesma@viajes.cl,22836,Rivas-Vaciamadrid,MAJADAHONDA!!!,43,3113,148000,Turbus,Cama,"{Agua,Baño,Calefacción}"
578435,lobeal@viajes.cl,38676,Majadahonda,"Alcalá de Henares",39,2755,60000,"ETN Turistar",Cama,"{Baño,TV,Comida}"
578439,blpaga@viajes.cl,87731,"Alcalá de Henares",Cuenta,35,4174,124000,Avanza,Cama,"{Comida,""Asientos reclinables"",TV}"
578447,belave@viajes.cl,35608,"Sanlúcar de Barrameda","Hospitalet de LLobregat",39,2634,163000,"Buses Ahumada",Cama,"{TV,Wifi,""Aire acondicionado""}"
578505,Lorenzomalave@viajes.cl,3114,Toledo,Mijas,31,778,80000,"Buses Romani",Cama,"{Baño,""Aire acondicionado"",Calefacción}"
578509,ana4570@viajes.cl,53674,Mijas,Benalmádena,37,3018,158000,Megabus,Cama,"{Baño,Comida,Agua}"
578510,clara3426@viajes.cl,1800,Benalmádena,Logroño,30,2769,129000,FlixBus,Cama,"{Comida,TV,Wifi}"
578523,joagro@viajes.cl,88116,Sevilla,SEGOVIA!!!,32,2729,148000,"Condor Bus",Cama,"{Calefacción,TV,""Aire acondicionado""}"
578526,jolucoal@viajes.cl,88565,Leganés,"Mollet del Vallés",30,1222,92000,"Estrella Roja",Cama,"{Comida,""Aire acondicionado"",Baño}"
578530,sta.7226@viajes.cl,80220,"Mollet del Vallés",Gecho,46,752,76000,Chevallier,Cama,"{Wifi,Calefacción,Baño}"
578536,ramiro1907@viajes.cl,79013,Salamanca,"Alcalá de Guadaira",31,449,97000,"Pullman Bus",Cama,"{""Asientos reclinables"",Baño,TV}"
578543,mateo5287@viajes.cl,55291,"Alcalá de Guadaira",Valencia,33,4264,174000,Andesmar,Cama,"{Calefacción,TV,""Aire acondicionado""}"
578549,benjamOAn5220@viajes.cl,32391,Valencia,Ávila,38,3846,50000,"Primera Plus",Cama,"{TV,Calefacción,Agua}"
578585,Sra.valdivia@viajes.cl,38454,Alcorcón,"Dos Hermanas",42,1935,92000,"Flecha Bus",Cama,"{""Aire acondicionado"",Calefacción,TV}"
578586,Danielcarrero@viajes.cl,92590,"Dos Hermanas",SABADELL!!!,45,641,151000,ADO,Cama,"{""Aire acondicionado"",Wifi,Agua}"
578593,mariana2806@viajes.cl,9552,sabadell#,Sagunto,44,1919,50000,"Buses Romani",Cama,"{""Aire acondicionado"",Comida,""Asientos reclinables""}"
578594,agustOAn4521@viajes.cl,81164,Torrelavega,"Sanlúcar de Barrameda",50,1736,77000,Monbus,Cama,"{""Aire acondicionado"",TV,Baño}"
578613,dialsa@viajes.cl,91137,Viladecans,x,33,2909,106000,Turbus,Cama,"{Baño,""Aire acondicionado"",Agua}"
578615,madecamica@viajes.cl,18690,Segovia,Vigo,44,795,183000,"ETN Turistar",Cama,"{Agua,Baño,""Asientos reclinables""}"
578629,Antoniagriego@viajes.cl,19186,cuenta#,TOLEDO!!!,41,3732,92000,FlixBus,Cama,"{Comida,Baño,Agua}"
578630,ramOIn5459@viajes.cl,42265,Alicante,Reus,39,4161,62000,"Buses Bio Bio",Cama,"{TV,""Aire acondicionado"",Calefacción}"
578631,srmasabu@viajes.ceele,87012,Reus,Avilés,47,3233,89000,ADO,Cama,"{""Asientos reclinables"",Agua,Comida}"
578637,dosech@viajes.cl,2324,Avilés,Torrevieja,47,470,34000,"Flecha Bus",Cama,"{Calefacción,Comida,Wifi}"
578674,srdavech@viajes.cl,18850,"San Fernando",Sevilla,39,2913,169000,Socibus,Cama,"{""Asientos reclinables"",Baño,TV}"
578687,marilu8879@viajes.cl,45806,benidorm#,Sabadell,44,3077,54000,"Buses Ahumada",Cama,"{Calefacción,Wifi,Agua}"
578691,Sra.urrutia@viajes.cl,92213,Marbella,Vigo,46,2133,136000,Plusmar,Cama,"{TV,""Aire acondicionado"",""Asientos reclinables""}"
578692,Arturoatencio@viajes.cl,61681,bilbao#,Reus,49,595,70000,"Buses Nilahue",Semi-cama,"{""Aire acondicionado"",Wifi,""Asientos reclinables""}"
578695,LuisamunguOAa@viajes.cl,36976,"Palma de Mallorca","Roquetas de Mar",33,1789,165000,Chevallier,Cama,"{Agua,TV,Calefacción}"
578700,elisa8654@viajes.cl,24119,"roquetas de mar#",Albacete,33,568,105000,"Buses Romani",Cama,"{TV,Baño,Wifi}"
578702,patricio9938@viajes.cl,96874,Albacete,Sabadell,48,1744,54000,"Omnibus de México",Cama,"{Baño,Agua,""Asientos reclinables""}"
578703,patricio6305@viajes.cl,88717,Sabadell,Toledo,x,2048,75000,x,Cama,"{""Aire acondicionado"",Comida,Baño}"
578721,jocama@viajes.cl,13320,Granada,Cáceres,49,4200,53000,"ETN Turistar",Cama,"{Comida,Wifi,Agua}"
578728,florencia2397@viajes.cl,17356,Cáceres,Sabadell,45,1664,199000,Chevallier,Cama,"{Wifi,""Aire acondicionado"",Agua}"
578731,germOen6032@viajes.cl,66825,Santander,"POZUELO DE ALARCóN!!!",31,3542,134000,Damas,Cama,"{""Aire acondicionado"",Baño,Comida}"
578732,stelozco@viajes.cl,64081,"Pozuelo de Alarcón","Castellón de la Plana",36,542,128000,"EME Bus",Semi-cama,"{""Asientos reclinables"",Calefacción,Wifi}"
578739,horacio1948@viajes.cl,43699,Getafe,"Santa Cruz de Tenerife",33,323,29000,Andesmar,Normal,"{Baño,""Asientos reclinables"",Wifi}"
578798,martOAn7187@viajes.cl,47687,badalona#,Valladolid,31,2199,184000,"Buses Ahumada",Cama,"{Calefacción,Baño,TV}"
578778,grmuca@viajes.cl,28591,Guadalajara,Elda,42,2112,177000,Andesmar,Cama,"{TV,Agua,""Asientos reclinables""}"
578779,jorge8943@viajes.cl,37942,Elda,Gecho,41,3965,164000,"Pullman Bus",Cama,"{""Aire acondicionado"",""Asientos reclinables"",Wifi}"
578795,anmacapa@viajes.cl,77374,"cornellá de llobregat#",Valencia,34,567,52000,BoltBus,Cama,"{Agua,Comida,Wifi}"
578796,stevbaho@viajes.cl,31102,Logroño,"El Ejido",38,4112,86000,"EME Bus",Cama,"{Baño,""Aire acondicionado"",Wifi}"
578797,Yolandacedillo@viajes.cl,6079,"El Ejido",Badalona,43,3774,125000,Socibus,Cama,"{Baño,Calefacción,""Aire acondicionado""}"
578806,Sr.alonzo@viajes.cl,40159,Rubí,Guadalajara,37,1797,150000,"Buses Bio Bio",Cama,"{Wifi,Calefacción,TV}"
578807,evheca@viajes.ceele,73819,Guadalajara,PARLA!!!,42,2309,136000,"Flecha Bus",Cama,"{Wifi,Baño,""Aire acondicionado""}"
578808,huteca@viajes.cl,51279,parla#,Tarrasa,45,1616,63000,"Flecha Bus",Cama,"{""Aire acondicionado"",""Asientos reclinables"",Calefacción}"
578816,cedeza@viajes.cl,79203,Estepona,Puertollano,40,4003,124000,Turbus,Cama,"{Wifi,TV,""Aire acondicionado""}"
578817,benjamOAn1243@viajes.cl,12810,puertollano#,"Pozuelo de Alarcón",47,3771,134000,"Pullman Bus",Cama,"{Agua,TV,Comida}"
578829,Guadalupemiramontes@viajes.cl,55846,Badalona,Mataró,33,1846,160000,"EME Bus",Cama,"{TV,Baño,Calefacción}"
578836,claudio9891@viajes.cl,61922,Gandía,"ROQUETAS DE MAR!!!",30,1908,167000,Megabus,Cama,"{TV,""Asientos reclinables"",Baño}"
578843,jaaroc@viajes.cl,81752,Ávila,"Jerez de la Frontera",50,1034,190000,Plusmar,Cama,"{""Asientos reclinables"",TV,Calefacción}"
578844,marta5894@viajes.cl,29897,"Jerez de la Frontera",Barcelona,39,3846,102000,BoltBus,Cama,"{Calefacción,""Aire acondicionado"",Comida}"
578846,stjoartOo@viajes.ceele,62408,Barcelona,Bilbao,49,2344,107000,BoltBus,Cama,"{Comida,TV,""Aire acondicionado""}"
578869,LeonorconcepciOIn@viajes.cl,78734,Logroño,Palencia,33,2025,74000,BoltBus,Cama,"{Agua,TV,Baño}"
578877,framva@viajes.cl,97995,Estepona,"Santiago de Compostela",44,632,118000,"EME Bus",Cama,"{Comida,TV,Calefacción}"
578885,concepciOIn9687@viajes.cl,8391,"Santiago de Compostela",Segovia,39,488,103000,Monbus,Cama,"{Calefacción,TV,""Asientos reclinables""}"
578886,Estelatafoya@viajes.cl,76326,Segovia,Mijas,41,2122,172000,Damas,Cama,"{Baño,""Aire acondicionado"",Comida}"
578894,stsileor@viajes.cl,478,Inca,Santander,47,1572,129000,FlixBus,Cama,"{Baño,""Aire acondicionado"",Wifi}"
578919,Marianobarrientos@viajes.cl,57177,Gerona,Cáceres,31,2447,182000,"Pullman Bus",Cama,"{TV,Comida,Calefacción}"
578927,vicente1876@viajes.ceele,99184,cáceres#,Ávila,41,4195,87000,"Crucero del Norte",Cama,"{Wifi,Comida,Calefacción}"
578928,concepciOIn1475@viajes.cl,25320,Ávila,Rivas-Vaciamadrid,43,1941,96000,Socibus,Cama,"{Agua,Comida,Calefacción}"
578935,coesma@viajes.cl,17876,Elche,"El Prat de LLobregat",47,1795,85000,"Estrella Roja",Cama,"{Wifi,Comida,Calefacción}"
578941,ana4570@viajes.cl,59071,"El Prat de LLobregat",BURGOS!!!,50,284,34000,"EME Bus",Normal,"{Baño,""Aire acondicionado"",Comida}"
578942,rupoce@viajes.cl,88307,Gecho,Oviedo,38,2675,132000,BoltBus,Cama,"{""Asientos reclinables"",TV,""Aire acondicionado""}"
578963,rebeca1699@viajes.ceele,83073,"Ciudad Real",Lugo,x,477,50000,"Omnibus de México",Cama,"{Comida,Agua,TV}"
578964,framva@viajes.cl,948,Lugo,"Las Palmas de Gran Canaria",46,132,37000,BoltBus,Normal,"{""Asientos reclinables"",Baño,Calefacción}"
578979,felipe6550@viajes.cl,13248,"Roquetas de Mar",Puertollano,34,1385,182000,"Via Bariloche",Cama,"{""Asientos reclinables"",""Aire acondicionado"",Calefacción}"
578987,sthuvOeva@viajes.cl,21480,Benidorm,Coslada,45,2678,178000,ADO,Cama,"{Calefacción,""Aire acondicionado"",Wifi}"
578995,Rosaliabaeza@viajes.cl,51479,Almería,PONTEVEDRA!!!,43,249,38000,"Omnibus de México",Semi-cama,"{TV,Comida,Wifi}"
579010,nobece@viajes.cl,21323,Málaga,Cáceres,32,2758,166000,"Flecha Bus",Cama,"{Comida,""Aire acondicionado"",Agua}"
579017,Albertoarreola@viajes.cl,19890,Benidorm,Gandía,41,3571,101000,"Estrella Roja",Cama,"{""Aire acondicionado"",Calefacción,Agua}"
579040,graciela595@viajes.cl,20965,Gecho,Telde,48,1282,151000,"Buses Ahumada",Cama,"{""Aire acondicionado"",Agua,Baño}"
579045,Saraozuna@viajes.cl,49516,Telde,Burgos,43,975,133000,"EME Bus",Cama,"{TV,Agua,Wifi}"
579067,Sra.orta@viajes.cl,89262,Irún,Mataró,33,615,68000,Alsa,Cama,"{TV,Calefacción,Comida}"
579083,leonor9716@viajes.cl,74988,Lorca,Manresa,40,889,128000,FlixBus,Cama,"{Calefacción,""Asientos reclinables"",Wifi}"
579084,Juliovaca@viajes.cl,20800,Manresa,Viladecans,42,1584,123000,Monbus,Cama,"{TV,""Aire acondicionado"",Baño}"
579106,arveca@viajes.ceele,60296,"Alcalá de Guadaira","El Prat de LLobregat",45,4038,129000,JetSur,Cama,"{Wifi,Agua,""Asientos reclinables""}"
579111,Rosamurillo@viajes.cl,98317,"Cornellá de Llobregat",Zaragoza,42,2349,163000,Chevallier,Cama,"{""Asientos reclinables"",Agua,Baño}"
579112,CristiangarcOAa@viajes.cl,42698,Almería,"La Coruña",40,249,55000,"Flecha Bus",Normal,"{TV,Agua,Baño}"
579115,gerardo2336@viajes.cl,84497,"Santa Cruz de Tenerife",Manresa,40,139,32000,"Omnibus de México",Normal,"{""Aire acondicionado"",Comida,""Asientos reclinables""}"
579181,luacso@viajes.cl,40698,Lorca,Elche,48,2630,151000,"Omnibus de México",Cama,"{""Aire acondicionado"",Calefacción,Comida}"
579182,SalvadorOevalos@viajes.cl,67558,Elche,Granollers,30,2089,128000,"ETN Turistar",Cama,"{Calefacción,TV,Comida}"
579186,rosario6914@viajes.cl,20495,Granollers,Guadalajara,40,2189,112000,"EME Bus",Cama,"{Wifi,Calefacción,TV}"
579187,dosech@viajes.cl,46613,"El Puerto de Santa María",Pontevedra,47,3166,163000,"Flecha Bus",Cama,"{Comida,Baño,Calefacción}"
579211,esteban2475@viajes.cl,66925,Cuenta,Ponferrada,37,350,80000,"Buses Bio Bio",Normal,"{""Aire acondicionado"",Baño,Calefacción}"
579257,evheca@viajes.cl,15033,"alcalá de guadaira#","El Puerto de Santa María",48,2195,88000,Greyhound,Cama,"{Comida,TV,Baño}"
