correo,puntos,razon_descarte
Jacobooquendo230@outluc.com,0,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,18364,No es una persona válida o correo inválido
Esperanzazapata304@viajes.cl,,No es una persona válida o correo inválido
anvafe456@outluc.com,20959,No es una persona válida o correo inválido
,8946,No es una persona válida o correo inválido
,2906,No es una persona válida o correo inválido
laura4786649@viajes.cl,,No es una persona válida o correo inválido
pevade874@viajes.cl,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
magaon744@tourket.com,5635,No es una persona válida o correo inválido
,7648,No es una persona válida o correo inválido
,4077,No es una persona válida o correo inválido
,20324,No es una persona válida o correo inválido
Jorgemaestas214@outluc.com,9950,No es una persona válida o correo inválido
sradcatr480@viajes.cl,,No es una persona válida o correo inválido
Joaquíncedillo429@outluc.com,11511,No es una persona válida o correo inválido
Catalinaroybal397@edubus.cal,468,No es una persona válida o correo inválido
Sra.madrid758@viajes.cl,,No es una persona válida o correo inválido
,-8061,No es una persona válida o correo inválido
elzaba132@tourket.com,1855,No es una persona válida o correo inválido
Ernestosanabria252@viajes.cl,,No es una persona válida o correo inválido
carla9165221@viajesanma.com,4216,No es una persona válida o correo inválido
Isabelvilla789@viajes.cl,,No es una persona válida o correo inválido
Benitovalverde826@viajes.cl,,No es una persona válida o correo inválido
emilio9997416@marmol.com,30,No es una persona válida o correo inválido
Danielayala169@viajes.cl,,No es una persona válida o correo inválido
stmaeujues659@marmol.com,,No es una persona válida o correo inválido
sta.898527@wass.com,0,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
Teodoroalanis198@wass.com,0,No es una persona válida o correo inválido
strobare631@viajesanma.com,4824,No es una persona válida o correo inválido
gumugó870@outluc.com,0,No es una persona válida o correo inválido
,3168,No es una persona válida o correo inválido
anbryá214@outluc.com,11863,No es una persona válida o correo inválido
Doroteamartínez278@marmol.com,4880,No es una persona válida o correo inválido
Virginiafranco199@edubus.cal,6408,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
liágmi129@viajes.cl,,No es una persona válida o correo inválido
,7949,No es una persona válida o correo inválido
gubeca477@outluc.com,17865,No es una persona válida o correo inválido
maeutoce309@viajes.cl,,No es una persona válida o correo inválido
Sta.nájera376@viajesanma.com,24564,No es una persona válida o correo inválido
mónica6974619@viajesanma.com,3384,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
mayte2420464@viajes.cl,,No es una persona válida o correo inválido
sranmele250@viajesanma.com,7232,No es una persona válida o correo inválido
guillermo8423619@wass.com,5230,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
majude480@viajes.cl,,No es una persona válida o correo inválido
hocace205@viajesanma.com,-4386,No es una persona válida o correo inválido
agustín6381989@wass.com,7219,No es una persona válida o correo inválido
Carlaespino737@viajesanma.com,12509,No es una persona válida o correo inválido
cecilia2200858@tourket.com,0,No es una persona válida o correo inválido
Ernestoalcaraz354@viajes.cl,,No es una persona válida o correo inválido
palaga859@edubus.cal,15841,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
micaela3633872@viajes.cl,,No es una persona válida o correo inválido
magrga513@tourket.com,,No es una persona válida o correo inválido
gloria1758391@edubus.cal,,No es una persona válida o correo inválido
julio8207159@viajes.cl,,No es una persona válida o correo inválido
Eloisacastillo745@outluc.com,0,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
tomova457@marmol.com,0,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
Claudiaramón184@edubus.cal,0,No es una persona válida o correo inválido
mariano1977753@edubus.cal,0,No es una persona válida o correo inválido
,7627,No es una persona válida o correo inválido
enrique6113404@edubus.cal,6122,No es una persona válida o correo inválido
sta.1969724@wass.com,0,No es una persona válida o correo inválido
Julialeal136@wass.com,-1690,No es una persona válida o correo inválido
pejusa630@edubus.cal,2272,No es una persona válida o correo inválido
Dianamaya142@viajesanma.com,8670,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
germán1669314@outluc.com,1000,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
Claudiacarranza110@marmol.com,6696,No es una persona válida o correo inválido
srjolubuag388@viajes.cl,,No es una persona válida o correo inválido
Maríarosario348@marmol.com,0,No es una persona válida o correo inválido
maeuabyb891@wass.com,2400,No es una persona válida o correo inválido
Homerojiménez104@marmol.com,0,No es una persona válida o correo inválido
sta.3416799@viajesanma.com,0,No es una persona válida o correo inválido
srvefrap151@viajes.cl,,No es una persona válida o correo inválido
,17921,No es una persona válida o correo inválido
sra.206109@viajes.cl,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
guarsá983@outluc.com,3023,No es una persona válida o correo inválido
Sr.bernal766@tourket.com,3598,No es una persona válida o correo inválido
gustavo9812480@outluc.com,9033,No es una persona válida o correo inválido
srmamole442@marmol.com,0,No es una persona válida o correo inválido
jesús317144@viajes.cl,,No es una persona válida o correo inválido
Esperanzaatencio335@viajes.cl,,No es una persona válida o correo inválido
mónica9895265@viajesanma.com,7245,No es una persona válida o correo inválido
,12200,No es una persona válida o correo inválido
Luzcenteno730@edubus.cal,0,No es una persona válida o correo inválido
Sr.quezada287@outluc.com,24323,No es una persona válida o correo inválido
Alejandracastañeda163@tourket.com,0,No es una persona válida o correo inválido
Florenciamaestas442@wass.com,951,No es una persona válida o correo inválido
Sta.alfaro534@wass.com,0,No es una persona válida o correo inválido
Sta.segovia600@wass.com,10310,No es una persona válida o correo inválido
lusana316@viajes.cl,,No es una persona válida o correo inválido
gecave859@viajes.cl,,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
,3177,No es una persona válida o correo inválido
maricarmen8428333@outluc.com,16179,No es una persona válida o correo inválido
daniel8385494@edubus.cal,0,No es una persona válida o correo inválido
leonor984854@edubus.cal,8618,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
Sr.acevedo879@edubus.cal,-3126,No es una persona válida o correo inválido
elmohe748@viajes.cl,,No es una persona válida o correo inválido
,1398,No es una persona válida o correo inválido
carolina833891@viajesanma.com,-7222,No es una persona válida o correo inválido
Carlossedillo934@tourket.com,8640,No es una persona válida o correo inválido
Sr.ontiveros551@edubus.cal,0,No es una persona válida o correo inválido
,-3290,No es una persona válida o correo inválido
Raúlvalencia784@wass.com,19967,No es una persona válida o correo inválido
Sr.villalobos396@viajes.cl,,No es una persona válida o correo inválido
bebujá767@marmol.com,444,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
Vicentedelgadillo488@edubus.cal,5508,No es una persona válida o correo inválido
esteban5616550@viajesanma.com,5356,No es una persona válida o correo inválido
lomato408@viajes.cl,,No es una persona válida o correo inválido
Ricardobenavides196@edubus.cal,0,No es una persona válida o correo inválido
igdedí215@viajes.cl,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
josé2853454@outluc.com,6488,No es una persona válida o correo inválido
norma6082581@viajes.cl,,No es una persona válida o correo inválido
guillermina1246187@tourket.com,7113,No es una persona válida o correo inválido
juan9683536@wass.com,9374,No es una persona válida o correo inválido
sra.5855316@edubus.cal,12567,No es una persona válida o correo inválido
francisco1743593@viajes.cl,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
Samuelalmonte447@tourket.com,11804,No es una persona válida o correo inválido
gavaav178@edubus.cal,3303,No es una persona válida o correo inválido
Lorenzocarrasquillo383@marmol.com,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,3612,No es una persona válida o correo inválido
estela7516998@edubus.cal,5355,No es una persona válida o correo inválido
Adánzarate685@viajes.cl,,No es una persona válida o correo inválido
Franciscazepeda453@viajesanma.com,0,No es una persona válida o correo inválido
,1148,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
anozsa885@marmol.com,-2400,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
luresá103@wass.com,9550,No es una persona válida o correo inválido
Marisolmelgar751@wass.com,0,No es una persona válida o correo inválido
victoria904873@viajes.cl,,No es una persona válida o correo inválido
jocacr192@viajes.cl,,No es una persona válida o correo inválido
grmáde153@viajes.cl,,No es una persona válida o correo inválido
sr.4996449@viajes.cl,,No es una persona válida o correo inválido
Timoteorosario776@wass.com,0,No es una persona válida o correo inválido
