nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
Beatriz Cadena Báez,beatriz5951421@viajes.cl,1rzEo1H3DwLU,,+56 2 2511 0153,13189503,,Diurno,,Full time,8
Carolina Cruz Puente,carolina2121937@wass.com,TFDzZWRvGXrt2Pb,carolina3910355,,25574681,127,,,,2
Sra. Ramón Quintero Rodríquez,Sra.rodríquez838@marmol.com,,srraquro351,+56 9 0359 8625,6516431,9768,,,,0
Luis Barraza Espinosa,lubaes429@outluc.com,f1SO98aEg,luis3888603,+56 2 2930 5355,,,,,,
Sra. Elvira Chavarría Bernal,sra.8371668@tourket.com,uQcnRDoI7z7g,srelchbe955,,2886163,,,,,K
Eloisa Medina Cadena,eloisa1412872@outluc.com,,,+56 9 2415 4016,24290739,17592,,,,6
María José Mojica Cuellar,maría2605675@outluc.com,AtbeqBftO1fDS,majomocu903,,24729815,,,,,0
Manuela Ávila León,,WXCmh1mL,manuela2656647,+56 9 9371 1625,15710363,-26324,,,,6
,Reinamatos984@viajesanma.com,bZbVv8668Ttw31,Reinamatos498,+56 2 2180 3131,6795531,4676,,,,5
Ariadna Arteaga Lovato,ariadna8819568@outluc.com,e2uk2Jl043RBq,,+56 9 7956 3838,26355929,795,,,,0
Sr. Elena Arriaga Escobedo,sr.7241445@wass.com,B7ydw7G8v3,sr.2820478,,-14064517,14596,,,,6
Sra. Ángela Lerma Alicea,,QqCVPVxmwbyc2a,sránleal617,+56 2 3441 2100,-23197114,26726,,,,9
Natalia Ceja Anguiano,Nataliaanguiano799@marmol.com,FuIP8hsy5iK,natalia3879947,,22872672,2286,,,,9
Sta. Horacio Núñez Ortiz,sthonúor131@outluc.com,C3ACXrfkN7MLP,sthonúor317,+56 2 8429 4529,-1051249,0,,,,2
,cotoqu219@viajesanma.com,b3y47f7VORX8m,cotoqu134,+56 9 5700 8469,24023150,,,,,6
Sra. Sofia Correa Gurule,srsocogu762@viajes.cl,faVwWdKBodR9cHL,,+56 9 0555 0899,11989599,,Nocturno,Más vida,Full time,5
Jerónimo Arreola Marroquín,jearma770@tourket.com,XaNlta2w,,+56 9 6907 3040,-15032279,0,,,,0
,,tmsqmLP7OUK,,+56 2 3287 5759,,5712,,,,
Federico Monroy Ceballos,Federicoceballos163@viajesanma.com,MklE8hEQEyB4,,+56 9 7490 5858,3467457,17815,,,,4
Graciela Arriaga Vigil,grarvi741@outluc.com,A4h2o5Yxwg,,,2709560,0,,,,7
Gabriel Patiño Arce,gapaar272@tourket.com,,Gabrielarce239,+56 9 7328 4878,16150693,8577,,,,1
,pedro6773391@marmol.com,6KWmADENeM7,pedro6945305,+56 2 5576 2462,2606692,2142,,,,1
Julio Guajardo López,julio4655520@outluc.com,gN4H9RNdIP,julio9414637,+56 2 0794 7426,,342,,,,
Óscar Tirado Reséndez,,AAhP6Dv72Ty,Óscarreséndez437,+56 2 4211 4232,831173,,Diurno,Más vida,Full time,0
,Gilbertorodríquez869@wass.com,wM7j6OsJBtqcNxn,Gilbertorodríquez558,+56 9 0675 9311,25708001,0,,,,3
Carlos Archuleta Leyva,Carlosleyva397@viajesanma.com,ZyUOvrSKuTTY81z8,carlos6863607,,16157401,5610,,,,5
Ramiro Cerda Benavídez,ramiro9519272@viajes.cl,GruRHgR47kj7yAb5,racebe427,+56 9 5516 1556,,,Diurno,Fonasa,Full time,
,tovami921@viajes.cl,K4S5qNCU,tomás4422155,+56 9 7434 7019,15630356,,Nocturno,Consalud,Part time,9
,Octavioroldán829@edubus.cal,YsJuYdzTpH53P,Octavioroldán710,+56 2 9151 1418,-5454479,18059,,,,0
Jaime Avilés Ornelas,jaime2631387@wass.com,P7aUCkSHO,jaime2488840,,8543936,0,,,,7
Sr. Daniela Trujillo Agosto,Sr.agosto700@tourket.com,jTwB2tLL,Sr.agosto757,+56 2 8878 6727,-3601973,5022,,,,5
Germán Herrera Terán,germán7896769@wass.com,IZxGM8I72axuHv,gehete832,+56 2 4293 9554,,37334,,,,
Sr. Rubén Arriaga Villalpando,sr.5449968@viajes.cl,,sr.648554,+56 9 7663 7061,17161580,,Nocturno,Fonasa,Full time,1
Teresa Ulibarri Vergara,teresa3746431@edubus.cal,jgsL9JXwRbJBK89E,teresa4073854,+56 2 7744 1323,-4212839,12966,,,,2
Jerónimo Cardona Rosales,jecaro135@viajesanma.com,kzfsHFuI5,jecaro755,,,0,,,,
Rubén Cavazos Delacrúz,rubén9519542@edubus.cal,,Rubéndelacrúz800,+56 9 9984 3881,-1307116,14435,,,,0
Gustavo Regalado Olmos,gustavo6078203@tourket.com,89JpLtxnN,Gustavoolmos549,+56 9 2434 3258,,850,,,,
Adán Roybal Cruz,adán9883672@marmol.com,zhS7PBN4fv,,+56 9 2004 3509,29692100,9616,,,,9
Daniel Arriaga Gil,Danielgil748@tourket.com,,daniel3793256,+56 9 0817 1721,,7284,,,,
Lola Montalvo Domínquez,lomodo833@outluc.com,w66Er9iRGM8,Loladomínquez174,+56 2 5603 1718,,5310,,,,
Elsa Mejía Montalvo,elsa9392977@viajes.cl,vE3GALQbD6hP3ZOi,Elsamontalvo352,+56 2 3698 0106,,,Nocturno,,Part time,
Lucia Girón Moreno,lucia6788267@tourket.com,dhwrveq0UuD,,+56 9 3947 0936,18958754,3986,,,,6
Juan Reynoso Anguiano,Juananguiano914@marmol.com,8Agf5ENI4XqybuG,Juananguiano270,+56 2 6477 9647,,0,,,,
Sr. Timoteo Olvera Fajardo,Sr.fajardo309@wass.com,u6306GK1hRA,Sr.fajardo696,+56 9 8804 1614,,0,,,,
Luisa Posada Rosales,luisa4105315@wass.com,1e0VsnKfYpc,luporo376,,10814556,9460,,,,0
Olivia Ordóñez Delafuente,,,olorde988,+56 9 5526 9967,11155267,6042,,,,3
Mercedes Narváez Sedillo,,mJG82lPWE,mercedes813397,+56 2 1581 6459,24197472,12140,,,,3
,Soniapizarro127@viajes.cl,JCN2r7ksZguPaBHo,sovapi740,+56 9 8471 3361,2234818,,,Más vida,Part time,3
Sofia Gaytán Rico,sofia1431695@viajes.cl,YKxFL2PCPBvhCy6,Sofiarico771,,3179600,,Diurno,Consalud,Part time,8
Julia Muñoz Abrego,jumuab930@viajes.cl,Y4qpOF7w9,,+56 9 8466 6760,13262304,,Nocturno,Más vida,Part time,K
Vicente Lucio Munguía,vicente7670440@tourket.com,fU0yzp7SQrzfOMl,Vicentemunguía948,+56 9 6350 2335,-5079485,0,,,,7
Sra. Nicolás Gurule Rojas,,nTI8jyvGUkY34ns,sra.1706593,+56 9 8069 9291,25035021,31,,,,K
Marilu Márquez Villareal,mamávi750@viajes.cl,,marilu4572470,+56 2 7005 2721,357568,,Nocturno,Banmédica,,3
Verónica Tapia Cabrera,,AiQ8xrhoODBbT,verónica2621304,+56 2 6066 0487,2631911,28802,,,,0
Francisco Adorno Gálvez,fradgá592@wass.com,,fradgá777,+56 9 6748 7767,7303440,20680,,,,K
Alfredo Badillo Adame,Alfredoadame729@wass.com,,,+56 2 8680 6927,19271767,992,,,,1
,sta.677667@viajes.cl,,stnavaca205,+56 9 2754 8297,4408287,,Nocturno,Consalud,,K
,Maríarocha593@outluc.com,BCM1JWKtwUMqkKJ,Maríarocha573,+56 2 9850 4139,2705296,0,,,,7
Isabel Burgos Bétancourt,isbubé706@viajes.cl,,Isabelbétancourt909,+56 9 9064 2625,5707830,,Diurno,Banmédica,Part time,8
Ester Ureña Tafoya,ester9377901@outluc.com,M6tyUjrpcB51Q,Estertafoya443,,10660047,0,,,,3
Sr. Guillermina Ramírez Pichardo,Sr.pichardo150@viajes.cl,69yuthW7,,+56 2 9318 5474,26124939,,Nocturno,Banmédica,Full time,1
Diana Medrano Tamayo,diana5279558@viajes.cl,DL9uMnAj,diana4230152,+56 9 8188 3497,-13758563,,Nocturno,Banmédica,Part time,4
Rodrigo Lerma Tamez,,dN3JF3IYX3KxYo,roleta633,+56 2 5564 3886,908928,4324,,,,4
Fernando Abrego Guzmán,Fernandoguzmán989@wass.com,hsvcOYf6p2,fernando3021514,+56 9 0525 4434,,6783,,,,
José Luis Téllez Mota,,MR7J3h1hEqPE,jolutémo850,+56 9 3391 1549,11485873,,Nocturno,Colmena,Full time,0
,sra.4531821@viajes.cl,,Sra.bustamante498,+56 2 4312 6657,25472474,,Nocturno,Más vida,Full time,2
Lourdes Esquivel Ávila,lourdes8501955@viajes.cl,zJG09Wps,,,,,Diurno,Consalud,Full time,
Isabela Valentín Esquivel,isvaes715@viajes.cl,ZbGxC0wRrtL,,+56 9 2134 5874,12317074,,Nocturno,Más vida,Full time,1
Octavio Pabón Alaniz,octavio9094528@marmol.com,kK3DJg2tPbnsJPU,octavio152518,+56 2 5872 2024,,10954,,,,
,albrdí519@marmol.com,KiBA1HE67SnSYh5,,+56 9 3197 0323,12561951,3330,,,,7
Adriana Rincón Cardona,adriana2815850@viajesanma.com,2hRKq8cuNxYjV,,+56 2 0196 5736,11331807,5825,,,,4
Carolina Madrigal Fierro,Carolinafierro451@marmol.com,n4jTAMf69e,,,8056027,8980,,,,3
Sergio Vanegas Abrego,,0UjvyQ4J,,+56 2 8288 9744,14592334,,Nocturno,Colmena,Full time,4
Jorge Muro Rascón,,oLM3HXtsql,jorge6277773,+56 9 3916 1088,1208894,,Nocturno,Consalud,Full time,9
Susana Meza Toro,sumeto102@viajes.cl,,Susanatoro802,+56 2 4947 9634,25283725,,Diurno,Colmena,Full time,6
Nicolás Gaytán Montenegro,,D5dxU1ScNgJuZ,Nicolásmontenegro529,+56 9 9178 3724,12456516,0,,,,2
Sr. Hernán Rosado Sisneros,,Pl43WiidiRq7f,srherosi583,+56 2 1385 3509,-1351174,1623,,,,8
Clara Carrero Muro,clcamu689@viajes.cl,YfbWSDY8xKa7JQE7,Claramuro509,,,,Nocturno,Más vida,Part time,
Josefina Guevara Vergara,joguve854@outluc.com,wLQ8SdtI,Josefinavergara155,+56 9 1048 7382,-18951355,16992,,,,0
Tomás Huerta Rosario,,W6PsZCfmd4u8,Tomásrosario843,+56 9 3004 0276,23509796,10463,,,,6
Gregorio Domínguez Fonseca,grdofo351@viajesanma.com,2LWgSPzL,,+56 9 2294 3638,5473377,1948,,,,1
Cecilia Preciado Aparicio,cecilia7269936@viajesanma.com,,ceprap631,+56 9 0872 6940,5044903,0,,,,3
Reina Galarza Sepúlveda,reina5894422@edubus.cal,E15M9wC764ey,,+56 9 9668 3652,17411555,4970,,,,9
Mario Montenegro Montenegro,Mariomontenegro991@tourket.com,,Mariomontenegro678,+56 2 9257 8554,434788,8338,,,,9
,ramona5399102@viajes.cl,mxtDPhNB9iu5Y,ramona5875949,+56 9 4513 2986,3693095,,Nocturno,Colmena,Part time,0
Raúl Regalado Arredondo,Raúlarredondo672@outluc.com,xiI2ZLPfE,Raúlarredondo996,+56 2 1624 4838,-26776530,4160,,,,8
Isabela Aragón Araña,isarar610@viajes.cl,fSfGXp3xkU3,Isabelaaraña822,+56 9 6131 9421,,,Diurno,Más vida,Part time,
Mariano Ávalos Botello,mariano127868@viajes.cl,ulM3lmWsXz6U3r,,+56 2 6000 2697,25252709,,Nocturno,Más vida,Full time,5
Víctor Puente Ordóñez,vípuor366@wass.com,gq6wUxN93uhqrVG,,+56 2 9055 9555,14244599,4506,,,,9
,srbahuro235@viajesanma.com,9wPSSWqM6ZcM,srbahuro866,+56 9 4827 9140,1225899,-10676,,,,2
Emilio Gaytán Santillán,,pHER0YA5sVczFq,emgasa458,+56 2 8971 0549,26928933,0,,,,3
Victoria Leiva Mireles,Victoriamireles521@viajes.cl,2DGCbJt9gPPeL1,Victoriamireles137,+56 2 1013 0955,,,Nocturno,Más vida,Part time,
Óscar Tello Laboy,Óscarlaboy401@viajes.cl,BHD8eX9IG,,+56 9 9444 7176,10943672,,Nocturno,Fonasa,Part time,0
José María Maestas Valdivia,jomamava986@wass.com,,Josévaldivia223,,10703082,20558,,,,4
Sr. Silvia Arguello Ballesteros,sr.1443500@wass.com,,Sr.ballesteros171,+56 9 4947 1080,-5127571,5380,,,,3
,Julioangulo148@viajesanma.com,uDD0b5r1,julio2328968,+56 9 3135 9462,,3680,,,,
Magdalena Carrillo Ureña,macaur888@viajesanma.com,qNZVFHP9z,magdalena7224302,+56 2 1884 8281,-15839854,,,,,0
Sra. José Emilio Véliz Acosta,Sra.acosta985@marmol.com,GmNeYrfnDc5EE,srjoemvéac822,+56 9 7163 4140,,1860,,,,
Arturo Alvarez Mesa,Arturomesa113@wass.com,Svq3Dj6XmO,arturo9134257,+56 2 7541 5124,-26606597,23772,,,,3
Olivia Leyva Godoy,,,olivia6711609,+56 9 8260 5006,4845576,0,,,,K
,armando1831407@marmol.com,4Um5wB1ioTLfhl9,Armandobenavides453,+56 2 6491 4078,23703911,0,,,,4
Gregorio Delgadillo Soto,grdeso935@viajes.cl,GlUKF1qlr0,gregorio2958995,+56 2 1858 8248,,,Nocturno,,Part time,
Pablo Mojica Cavazos,pablo2519980@wass.com,,,,2004164,1128,,,,1
Eva Reséndez Lucero,,WhojH0K7atV,eva4291211,+56 9 7557 3087,20163542,1669,,,,K
Martín Tejada Uribe,Martínuribe733@outluc.com,,mateur272,+56 2 7345 3132,3372889,0,,,,1
Pedro Téllez Mondragón,Pedromondragón963@viajes.cl,NtTT0RqYtY4yax,petémo719,+56 2 0593 4284,-18414468,,Nocturno,Consalud,Full time,9
Eloisa Reynoso Garrido,,vD4Ssw04,elrega594,+56 2 6598 5956,5340408,15480,,,,1
Conchita Santana Montoya,cosamo785@tourket.com,SZMUWDuyA24,Conchitamontoya343,,18871497,3024,,,,8
Norma Menchaca Murillo,norma9666443@tourket.com,GnGC8yaCrE,norma9119501,+56 2 6809 1056,-1289920,0,,,,3
José Emilio Vera Bustamante,,pJcE2ayoSCa9rA,Josébustamante530,+56 2 0786 8505,1817475,,Nocturno,Más vida,Part time,8
Cristobal Burgos Meza,cristobal9450665@viajes.cl,O8WOyitRP,crbume832,+56 9 8195 8775,,,Diurno,Fonasa,Full time,
Ángela Sarabia Matías,Ángelamatías661@outluc.com,BZZCEnJt623ei9,,+56 9 9287 6503,22848011,15136,,,,8
Sra. José María Henríquez Esquibel,Sra.esquibel568@viajes.cl,x5siWXw5M,sra.307406,+56 9 6058 1609,,,Diurno,Banmédica,Full time,
Jacobo Macías Bueno,Jacobobueno267@viajes.cl,,jamabu468,+56 9 5133 9301,-1738613,,Nocturno,Banmédica,Full time,1
Mariano Raya Zamora,,MT8RQoTDQg3z3,mariano3336202,+56 9 1500 8033,20467323,0,,,,3
,Sra.navarro744@viajes.cl,BHndIzuqy6CVI,sra.5498142,+56 9 1414 0999,16077738,,Diurno,Más vida,Full time,9
,Benjamínméndez220@wass.com,yc9j1LhCTfn,benjamín9272265,+56 2 5611 3639,524434,876,,,,K
Sr. Federico Reynoso Hinojosa,sr.7235416@wass.com,894utlFKIVi6nc7C,srferehi868,+56 2 0552 4284,,0,,,,
Sta. María Soledad Leal Cuellar,Sta.cuellar235@viajes.cl,n6mLWLGPKst4p21l,,+56 2 4880 2214,,,Nocturno,Colmena,Part time,
,estela3886133@viajes.cl,x57X0x9bn,esestr174,+56 2 9009 5890,18530672,,Diurno,Fonasa,Part time,0
Antonia Segura Guerra,antonia7887342@marmol.com,PfFgvus4zEL3t,Antoniaguerra625,+56 9 6157 2957,,4824,,,,
Sra. Alberto Robledo Frías,sralrofr303@viajesanma.com,Fs89fvHNF5,Sra.frías695,,,10666,,,,
Jaime Ramón Rocha,jaime1052641@viajes.cl,65BfNLpg,,+56 2 6531 6971,12927045,,Nocturno,Colmena,Full time,4
María Eugenia Correa Rosas,,IJ7at2QQ1P5ysP,Maríarosas993,+56 9 3009 0454,12337789,1626,,,,3
Sr. Alberto Peres Mejía,,ZpKgax27yeICb,sr.5884267,+56 9 5347 7754,21831495,,,,,3
Sra. José Emilio Burgos Montalvo,sra.6947633@tourket.com,gvEVqMfAgKgo4nK,,+56 2 8959 4554,-7587238,15976,,,,0
Sta. Graciela Nieves Ledesma,sta.5976739@tourket.com,DcO4dSyUJsV8HM,sta.9995616,+56 9 2222 3524,-24892775,,,,,5
Adán Bermúdez Caraballo,adán8930846@viajes.cl,9KYgOwEh9b,adán7331752,+56 9 8468 5402,,,Nocturno,Consalud,Part time,
Teresa Villarreal Vargas,,zVsGspq2kSz6Dm,Teresavargas594,+56 2 9561 8522,3060225,0,,,,0
Guadalupe Adame Montenegro,guadmo783@marmol.com,,Guadalupemontenegro728,+56 9 4330 5023,9154433,3444,,,,4
Eduardo Quiñónez Bahena,eduardo2458757@marmol.com,1Z7tWcL9NP9h,,+56 2 6965 5690,8934180,4520,,,,9
Sra. Margarita Mayorga Niño,,4rTo7CKAVACChp,sra.1307917,+56 9 4780 2938,15328060,,,Consalud,Full time,6
,Oliviamolina242@viajesanma.com,uwohd6sW6W0nyU,olozmo464,+56 9 3760 0144,27435579,12088,,,,4
Antonio Valdez Pedroza,Antoniopedroza273@edubus.cal,,anvape737,+56 9 9421 6893,13454187,0,,,,3
Lucia Alcántar Laureano,lucia7493903@viajes.cl,JHhLC2An9tGqzPF,lucia5302389,+56 2 4343 8931,-24786896,,Diurno,Colmena,Part time,8
,jumaal805@edubus.cal,AKdMpSzD9862,juan6982174,+56 2 7560 2100,862879,5464,,,,3
Alfredo Aguirre Saldaña,alagsa402@viajes.cl,uzhO8WfueGnw,alfredo2120181,+56 9 4648 3229,-21304275,,Diurno,Consalud,Part time,0
Ana Luisa Corona Carmona,ana3795282@edubus.cal,qWUq6ReKBaP5,Anacarmona578,+56 2 5848 7375,-20363621,,,,,0
Jerónimo Tafoya Rincón,jerónimo9310781@wass.com,fpwYSXHh1,Jerónimorincón324,,17596021,8671,,,,K
Elsa Collazo Patiño,elcopa658@viajes.cl,,elsa1372594,+56 2 2403 7691,,,Diurno,,Part time,
Sra. Jorge Alvarado Ureña,Sra.ureña451@viajes.cl,kpdMf1MB3Ea8R,,+56 2 9388 4914,7711924,,,Colmena,Part time,8
Lucas Gutiérrez Villagómez,lucas774866@edubus.cal,ukSv8adbgIQq9s,,+56 2 6064 6207,5048926,0,,,,4
María Eugenia Tejada Rubio,Maríarubio858@wass.com,9w2S2rUZ67,maeuteru968,,23807213,23522,,,,1
Carla Herrera Calderón,Carlacalderón117@viajes.cl,ba7Y4jcvSqZy1aB,Carlacalderón613,,18683795,,Nocturno,Colmena,Full time,9
Mónica Ulibarri Vaca,,zaQrFAeRW6hWTjJH,,+56 2 2735 2178,17969488,2362,,,,3
Mariana Roldán Zapata,mariana5482668@viajesanma.com,ZZs5JDpL34Kx,maroza710,+56 2 7799 0832,-9102342,1500,,,,3
Irene Rangel Bustamante,Irenebustamante263@viajes.cl,nxiKM4iOiFCx,irrabu276,+56 2 9334 0897,,,,Más vida,Part time,
Antonia Barraza Páez,anbapá260@wass.com,XLoVxyDsXshHo6nq,antonia1107746,,16319724,,,,,3
Andrea Avilés Serrano,,8hCdk6lB,Andreaserrano743,+56 2 8917 2659,9644793,0,,,,0
Horacio Leyva Villa,horacio8321895@wass.com,REfl1dCFfp9Z,horacio1669569,+56 9 3808 9253,-25105143,3861,,,,7
,Anaquiroz253@outluc.com,MwBZM9i2,anmasaqu239,+56 2 6624 6549,25262523,-14388,,,,2
,sressoga952@tourket.com,VBazDxj9rOoQQ6Xd,sra.8178909,+56 2 2866 4834,1217499,-11096,,,,3
Rosalia Pichardo Negrete,,LloNOPi111nz,rosalia6319299,+56 9 2585 8186,-10824865,11577,,,,3
Óscar Balderas Lara,Óscarlara210@viajes.cl,ZJJXPpppEv0Y6D,Óscarlara722,+56 2 1543 4145,-7536868,,Diurno,Consalud,Full time,2
,david2434538@viajes.cl,asK0CaKCaX,david7478819,,1670963,,Nocturno,Consalud,Full time,8
Sta. José Emilio Salinas Sáenz,Sta.sáenz747@marmol.com,I9O3HOKUVw9,Sta.sáenz952,,-5046587,12907,,,,K
Sta. Micaela Cintrón Cabrera,stmicica198@marmol.com,,sta.3880490,+56 9 9201 9929,15678506,2368,,,,7
Jaime Cruz Salinas,,S3RCvud7v01,jacrsa362,+56 9 7474 5929,-11488899,1868,,,,0
Benjamín Sauceda Zaragoza,Benjamínzaragoza650@wass.com,5E4jhw4usGs8D,besaza420,+56 2 4994 4120,,0,,,,
José Sevilla Balderas,Josébalderas834@viajes.cl,2T9iqOUu6vbtk0IQ,joseba139,+56 2 8709 1579,,,Nocturno,Colmena,Part time,
Germán Castillo Pacheco,,,gecapa462,+56 9 1675 2805,4982313,0,,,,4
Francisco Ocasio Rascón,frocra319@outluc.com,,francisco9300940,+56 9 8628 1442,16227222,1320,,,,5
Sta. Gabriela Botello Olivas,stgabool952@edubus.cal,fzWyh4AOR1zW,sta.9174743,+56 2 9164 3312,-12352266,567,,,,4
Luisa Gaona Figueroa,lugafi704@outluc.com,jfoH206FAc8m67Se,lugafi295,,16597072,19956,,,,1
Octavio Villarreal Domínquez,ocvido487@edubus.cal,B3TdTUwxaR,Octaviodomínquez515,,3239279,7452,,,,2
Blanca Lucio Adorno,blluad902@marmol.com,gDvDwIo18F5,blluad896,,1156363,10690,,,,5
Sra. Lucas Espino Núñez,Sra.núñez995@outluc.com,FEZ2l2cgNb,Sra.núñez875,,28137755,5513,,,,8
,Andrésvéliz182@edubus.cal,HSAKpvOdU7,Andrésvéliz195,+56 9 1501 6918,9928818,10814,,,,3
Mario Villanueva Osorio,mavios200@viajes.cl,3nFRr0sD,mavios124,+56 9 1904 0148,,,Nocturno,Fonasa,,
Maricarmen Menéndez Cordero,Maricarmencordero360@edubus.cal,,mameco709,+56 2 6306 2657,19140190,12248,,,,5
,Lolacortez117@marmol.com,ftIchyjQvA2a,lola6232526,+56 2 6959 5805,27965689,0,,,,K
Daniela Valladares Díaz,,o8KH6p3Qw2LD,davadí152,+56 9 9390 2406,5804017,0,,,,7
Sta. Daniela Carrera Esquibel,sta.6908701@wass.com,OPUhCc7G2mfyL,stdacaes271,+56 2 8760 8953,,-24687,,,,
Reina Mena Valadez,reina2787864@viajes.cl,aBJAfGw5,Reinavaladez482,+56 2 5202 7371,,,Diurno,Colmena,,
Sr. Mateo Montes Negrete,Sr.negrete631@viajes.cl,OnCOAjo5PuDU0Sd8,,+56 2 6341 0577,12565531,,Nocturno,Consalud,Part time,9
Horacio Córdova Alfaro,Horacioalfaro577@edubus.cal,,Horacioalfaro551,+56 9 5098 0293,13843519,,,,,9
,Franciscojesús882@viajes.cl,,francisco4074670,+56 2 8171 6640,12688925,,Nocturno,Más vida,Full time,9
Ernesto Pantoja Navarro,Ernestonavarro955@marmol.com,4rDiGrivG21GD,erpana434,,,,,,,
,Mercedesgalindo223@viajes.cl,RnHe4UcXGwxM45,mercedes7839557,+56 9 1896 3417,-25630064,,Diurno,Colmena,Part time,8
María del Carmen Nevárez Longoria,maría8850514@wass.com,lTW1GCNmVz,,+56 2 8790 0082,23787782,5968,,,,9
Virginia Castillo Cazares,Virginiacazares166@viajes.cl,vDRr67K9jNvg6d2,Virginiacazares569,+56 9 3680 8913,,,Nocturno,Banmédica,Part time,
Sra. María Eugenia Valles Preciado,,KsogGt9eAs6oa,srmaeuvapr173,+56 9 7571 0599,5080648,,Nocturno,Más vida,Part time,0
Lorenzo Sisneros Vanegas,lorenzo1342343@viajes.cl,,losiva639,+56 2 9529 2406,6924866,,Diurno,Colmena,,7
Jacobo Bustos Frías,Jacobofrías208@wass.com,aOU0kBP0uaitrs,jacobo1776974,+56 2 2711 4573,,,,,,
Gustavo Villa Lucio,gustavo4221112@edubus.cal,Mn0T5kHsUtO,,+56 9 1310 3677,26185303,11486,,,,5
,,,elvira9098828,+56 2 7165 0718,4289619,,Diurno,Fonasa,Part time,5
Sr. Vicente García Santiago,srvigasa305@outluc.com,Vht3ZKK42LsUx50,srvigasa253,,9353992,0,,,,3
Salvador Meléndez Lara,Salvadorlara526@edubus.cal,TfCgopR1,samela915,+56 2 2572 7446,-12496047,23726,,,,9
Alberto Ortega Apodaca,alberto1096501@wass.com,L1FIsZTaB,Albertoapodaca447,+56 2 3238 3575,-14626986,9830,,,,9
,antonio3705945@tourket.com,89lhIXiuUake4v,anmaba133,+56 2 9749 5948,3081739,10450,,,,7
Andrea Cruz Garza,andrea2042333@outluc.com,GA1iCaBy,andrea3368710,+56 9 3174 2194,-13192430,14955,,,,5
,esfrar113@viajesanma.com,kcMoerK0CZ,esfrar540,+56 9 7125 8335,,9845,,,,
Sra. Isabela Guerrero Mireles,Sra.mireles472@marmol.com,RoZjk40VMLCD,Sra.mireles368,+56 2 5022 4386,,0,,,,
Julio César Pizarro Alonzo,jucépial277@viajesanma.com,XYp9zrwLYvNWkT9,Julioalonzo429,+56 9 8455 4368,-19395567,12285,,,,3
Catalina Rodrígez Barela,catalina4728784@viajesanma.com,gOMxfUBurokb8Bq5,Catalinabarela734,,27229696,0,,,,0
,sta.4694344@outluc.com,iyaa0x586glUL,Sta.carreón682,,6203805,16714,,,,5
Sr. Antonio Galindo Figueroa,srangafi126@tourket.com,hdCFGgjp3GIQqKA,sr.6313801,,22121162,11448,,,,6
,peloan719@tourket.com,JfR3muYuIGF82a3,pedro1816850,+56 9 4987 6213,26134553,-970,,,,6
Sr. Rosario Alcala Navarro,Sr.navarro388@viajes.cl,1dTo2ceVwbqPO,Sr.navarro676,+56 2 9073 9207,,,Nocturno,Consalud,Full time,
Jaime Marroquín Varela,jamava511@viajes.cl,,jamava704,+56 9 4893 1227,6587154,,Nocturno,Colmena,Full time,8
Sonia Cepeda Tijerina,Soniatijerina992@tourket.com,2ImbmPZ3,Soniatijerina200,,-1836426,0,,,,3
Samuel Sanabria Velásquez,,mF4ncPCd,,+56 9 4636 5497,3294424,,Nocturno,Colmena,Full time,8
Joaquín Mata Mesa,,A0cDccVV0,Joaquínmesa252,+56 9 3955 2425,16711817,16357,,,,8
,micaela3873149@marmol.com,nK0WgjtwU3zMfFiY,Micaelaarevalo683,+56 2 9383 0878,21824279,87,,,,0
Caridad Barajas Quezada,Caridadquezada993@viajes.cl,7x198SsVswicTHY,,+56 2 9602 2216,993307,,,Consalud,Part time,7
Martín Tovar Valdez,Martínvaldez228@marmol.com,,matova654,+56 2 7700 8316,10562833,1260,,,,1
Gilberto Valdivia Rodríguez,,ZeOC8WlfQ8Rh9QGm,Gilbertorodríguez960,+56 9 8310 9822,13467718,,,,,K
Fernando Orta Delagarza,,EunN8z44O,feorde738,+56 2 7477 4089,-10140313,,Diurno,Banmédica,Part time,0
,Sra.suárez393@viajes.cl,08w1PnZDTU,Sra.suárez587,+56 9 3531 3925,28252301,,Diurno,Banmédica,Part time,9
,gocasa891@viajesanma.com,5e1zPg3WujiV,gonzalo2264873,+56 9 9295 7368,,,,,,
Sta. Julia Gamez Castro,sta.7763394@wass.com,vUW2qaNkK6MjyP8i,sta.4362308,,13122939,2553,,,,9
Ana Luisa Ordóñez Atencio,anluorat303@viajes.cl,,,+56 9 6916 0198,19696737,,Nocturno,Banmédica,Full time,0
Sta. Ricardo Tijerina Vallejo,stritiva170@marmol.com,umRyiqM8McXh,stritiva593,+56 2 0014 5333,,6190,,,,
,feapzú922@wass.com,kpafY5azNHiWS,Federicozúñiga524,+56 9 8007 9538,1063807,6042,,,,0
César Zaragoza Guillen,césar5785913@edubus.cal,rfkDTfxvCm83x10O,Césarguillen909,+56 2 1959 6408,,3966,,,,
,josé7686901@outluc.com,tYhZQ9orrRXb,josé4125754,+56 2 7665 2091,19477353,0,,,,6
Sta. Amalia Nazario Balderas,sta.8068125@viajesanma.com,1n84ykZ9YU,Sta.balderas672,+56 2 7484 9491,,0,,,,
Emilia Valdivia Muñiz,,EEWjHUmQ9JHoaM6,emvamu528,+56 2 8367 3113,21828609,,,,,7
