nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,codigo_agenda,etiqueta,codigo_reserva,fecha,monto,cantidad_personas
"Gloria Abeyta Gómez",3.359.017,2,glabgOI@viajes.cl,gloria208,oMEc9yZhnVd97lW,"+56 9 1629 7875",Diurno,Consalud,"Full time",551507,72082,2026-01-14,245000,7,"No disponible",92200,"Dos Hermanas","LA LíNEA DE LA CONCEPCIóN!!!",2026-02-27,2026-02-27,47,376,35000,"Southwest Airlines",x,{},{},"Clase económica",{}
"María Cristina Guevara Ornelas",16700232,3,MarOAaornelas@@viajes.cl,macrguor,USLVV8oNGf,"+56 2 9210 1529",Nocturno,Banmédica,"Full time",551563,67452,2025-04-01,630000,10,"No disponible",15775,Estepona,"Molina de Segura",2025-04-21,2025-04-23,46,3265,63000,"Omnibus de México",Cama,"{Comida,Calefacción,""Aire acondicionado""}",{},x,{}
"Rosa Bustos Feliciano",6.655.677,8,rosa4395@viajes.ceele,Rosafeliciano,4oXIlv9D,"+56 2 5548 6858",Diurno,Fonasa,"Full time",551571,70413,2025/07/11,480000,5,"No disponible",15124,tarrasa#,LINARES!!!,2025/12/13,2025/12/15,43,3373,96000,"Omnibus de México",Cama,"{Comida,""Aire acondicionado"",Agua}",{},x,{}
"Lourdes Cedillo Jaramillo",16.684.792,3,lourdes7642@viajes.cl,Lourdesjaramillo,2w9tbYIftG,+56-9-3766-4724,Nocturno,Banmédica,x,x,72264,x,992000,4,"No disponible",72201,"Ciudad Real",Valencia,2025-07-03,x,24,3613,248000,"United Airlines",x,x,"{""Cornellá de Llobregat"",Huelva}","Primera clase",{}
"Rosa Lozada Aguirre",24.520.488,4,rosa1860@viajes.cl,roloag,cgn0lpJ7jfdvsjR0,"+56 9 0373 6903",Nocturno,"Más vida","Part time",551589,71615,2025-05-31,2205000,9,"No disponible",89111,Oviedo,"El Prat de LLobregat",2025-11-19,2025-11-21,40,3153,245000,"Etihad Airways",x,{},"{Valdemoro,Viladecans,Tarrasa,Inca}","Primera clase",{}
"Sra. Marta Fuentes Venegas",14566209,5,sra.2126@@viajes.cl,sra.6468,p7atadI3xaADxg,"+56 9 5683 9637",Diurno,Banmédica,"Part time",551594,64901,2025-04-08,-595000,5,"No disponible",41,santander#,TARRAGONA!!!,2025-06-21,2025-06-22,94,1781,119000,WestJet,x,{},"{""Dos Hermanas""}","Clase ejecutiva",{}
"Sta. Berta Porras Aponte",5.467.282,9,sta.8315@viajes.cl,Sta.aponte,6xKudTNmnnlX8SH,+56-2-0803-1298,Diurno,Fonasa,"Full time",551623,67846,2025-03-11,52000,4,"No disponible",23516,Pamplona,MIJAS!!!,2025-04-28,2025-04-28,14,313,13000,"NSB (Noruega)",x,{},{},x,"{Cáceres,Almería,""San Sebastían de los Reyes"",Avilés}"
"Sr. Julio Rojo Báez",13.218.837,x,srjurobOe@viajes.cl,srjurobá,IYjU8Fm6nZK,"+56 9 7784 7590",Nocturno,x,"Full time",551629,61845,2025/01/23,-912000,8,"No disponible",73113,x,Coslada,2025/03/16,2025/03/17,x,1570,114000,BoltBus,Cama,"{""Asientos reclinables"",Baño,TV}",{},x,{}
"Blanca Soria Granado",10.481.116,7,Blancagranado@viajes.cl,blanca5259,7YS1fCG9N,"+56 9 5388 9868",Diurno,"Más vida",x,551652,64304,2026-07-19,3330000,10,"No disponible",x,Reus,Vigo,2026-11-23,2026-11-25,16,4261,x,"Etihad Airways",x,x,"{Motril,Majadahonda,Coslada,""Alcalá de Henares""}","Primera clase",{}
"Sr. Andrea Altamirano Garay",13.149.173,5,sranalga@viajes.cl,Sr.garay,rtILRNS45RrRr2gL,+56-9-4036-0589,Diurno,Banmédica,"Part time",551677,71620,2025-04-15,744000,6,"No disponible",92793,Torrevieja,Almería,2025-08-31,2025-08-31,11,1362,124000,"Frontier Airlines",x,{},{},"Clase económica",{}
"Barbara Rodarte Olvera",21.236.114,3,Barbaraolvera@viajes.cl,barool,ZRoZv0WMD80XL806,"+56 9 7125 6055",Nocturno,"Más vida","Full time",551691,72242,x,199000,1,"No disponible",6922,x,Pontevedra,x,2025-06-22,43,834,199000,"Flecha Bus",Cama,"{""Aire acondicionado"",TV,Agua}",x,x,x
"Cecilia Santiago Mascareñas",3375140,0,CeciliamascareO�as@viajes.cl,Ceciliamascareñas,U8E0nJKhl,"+56 9 3575 3374",Diurno,"Más vida","Part time",551712,65778,2025-02-18,1078000,7,"No disponible",65112,Orihuela,"Santiago de Compostela",2025-10-03,2025-10-03,34,817,154000,Greyhound,Cama,"{Calefacción,""Aire acondicionado"",Comida}",{},x,{}
"Guillermina Villalobos Villaseñor",21118914,2,GuillerminavillaseO�or@viajes.cl,guillermina3681,1sjHKp7Y4yR2LQc,"+56 9 3172 9005",Nocturno,Fonasa,"Part time",551722,63428,2025-10-24,270000,3,"No disponible",99593,Segovia,Avilés,2026-07-04,2026-07-04,70,950,90000,Amtrak,x,"{""Aire acondicionado"",Comida,Baño}",{},x,{Viladecans}
"Alicia Jurado Baca",29895098,7,aljuba@@viajes.cl,aljuba,GymvHh3e7UffBi,"+56 2 4938 0984",Diurno,Banmédica,"Full time",551747,66536,2025-04-30,2512000,8,"No disponible",91907,Zaragoza,Arrecife,2025-06-10,2025-06-12,68,4022,314000,Avianca,x,{},"{Marbella,Puertollano,Coslada,Marbella}","Primera clase",{}
"Raúl Lucio Palacios",24859911,1,raOUl1507@@viajes.cl,Raúlpalacios,FeHKc4rah,"+56 2 6320 9267",Nocturno,Colmena,"Full time",551758,61629,2025-01-03,692000,4,"No disponible",77242,Telde,Oviedo,2025-04-07,2025-04-09,43,4252,173000,BoltBus,Cama,"{Calefacción,Agua,Comida}",{},x,{}
"Inés Chacón Escamilla",1.271.682,6,inOos8100@viajes.cl,inches,Yq6GlzKKXJP,"+56 2 0587 9008",Nocturno,Fonasa,"Part time",551762,66137,2025-01-21,980000,7,"No disponible",1221,"Santa Cruz de Tenerife",Granada,2025-05-04,2025-05-04,49,1248,140000,"EME Bus",Cama,"{""Asientos reclinables"",TV,Calefacción}",{},x,{}
"César Olivas Lugo",980335,1,x,Césarlugo,V1iFIpNg,"+56 2 6620 9821",Nocturno,Banmédica,"Full time",551796,70100,2026-01-23,190000,2,x,27735,calahorra#,x,2026-05-18,2026-05-19,20,1952,95000,"Frontier Airlines",x,{},x,"Clase ejecutiva",{}
"Sr. Felipe Bétancourt Ledesma",9.737.118,0,sr.6026@viajes.cl,Sr.ledesma,48PIn5RAhtq,"+56 2 6319 8733",Diurno,Fonasa,"Part time",551812,66717,2025-03-19,-312000,1,"No disponible",36552,Móstoles,Albacete,2025-07-27,2025-07-29,80,3632,312000,"ŽFBH (Bosnia y Herzegovina)",x,"{Comida,Baño,""Aire acondicionado"",Agua,Wifi,TV,""Asientos reclinables""}",{},x,{Guadalajara}
"Lorenzo Rodríquez Baeza",9.456.287,2,lorenzo5118@viajes.cl,Lorenzobaeza,Ernr8hIniOYa,"+56 9 3038 5421",Nocturno,Consalud,x,551817,63530,2025-11-05,x,4,x,x,cartagena#,Arrecife,2026-11-06,2026-11-08,37,3668,200000,"Pullman Bus",Cama,"{Calefacción,""Aire acondicionado"",TV}",x,x,{}
"Sra. Marta Gutiérrez Villareal",12.350.112,8,sra.5568@viajes.ceele,srmaguvi,6qvIjnFz7R4Pwk,+56-9-0095-4814,Nocturno,Colmena,"Part time",551826,63712,2026-08-08,1990000,10,"No disponible",69289,Gecho,OVIEDO!!!,2026-09-30,2026-10-01,59,2040,199000,"SJ (Suecia)",x,"{Calefacción,Wifi,""Asientos reclinables"",Agua}",{},x,"{Barcelona,Badajoz}"
"Ana María Camacho Partida",4353956,6,anmacapa@@viajes.cl,anmacapa,96h61YaHt8Eol,"+56 9 0775 6630",Diurno,Banmédica,"Full time",551845,69109,2025-11-02,1085000,7,"No disponible",82265,Elda,VALLADOLID!!!,2026-05-04,2026-05-05,37,1818,155000,Megabus,Cama,"{Wifi,Comida,Baño}",{},x,{}
"Sta. Juan Vargas Rojas",10.016.175,3,Sta.rojas@viajes.cl,sta.6622,687kzy57AqPbS5mv,"+56 2 7194 9813",Diurno,Banmédica,"Part time",551847,69176,2025-02-14,1182000,6,"No disponible",68028,Ponferrada,Burgos,2025-03-06,2025-03-07,18,2869,197000,"Deutsche Bahn (DB)",x,"{""Asientos reclinables"",Calefacción,Comida,Wifi,""Aire acondicionado""}",{},x,"{Telde,Getafe}"
"Gustavo Caballero Pacheco",10.584.319,4,Gustavopacheco@viajes.cl,gucapa,4iFytv5Y,"+56 2 2946 5757",Diurno,Consalud,"Full time",551848,63913,2025/01/04,152000,8,"No disponible",97700,Cartagena,Zamora,2026/01/04,2026/01/04,30,221,19000,"Pullman Bus",Normal,"{Baño,""Aire acondicionado"",""Asientos reclinables""}",{},x,{}
"Emilia Serrato Canales",10.108.514,7,emseca@viajes.cl,emilia7826,a4d78hFz9qG,"+56 9 0239 1250",Diurno,"Más vida","Full time",551879,67884,2026-01-12,-2088000,6,"No disponible",43506,Guadalajara,Móstoles,2026-11-11,2026-11-13,7,2991,348000,"Frontier Airlines",x,{},"{""La Coruña""}","Clase ejecutiva",{}
"Graciela Aponte Domínquez",6.144.532,3,grapdo@viajes.cl,grapdo,RoTTx4uNpCZ1lN,"+56 2 4258 0897",x,Fonasa,"Full time",551884,69172,2025-08-03,x,1,"No disponible",3877,Pontevedra,Jaén,x,x,82,x,164000,"Frontier Airlines",x,{},"{Estepona,Telde,Huelva}","Primera clase",{}
"Mariano Mata Toledo",18.236.438,0,mariano1289@viajes.cl,mamato,m1ltBnFp,"+56 2 9805 2643",Diurno,Colmena,"Part time",551885,66574,2025-05-15,165000,3,"No disponible",1308,Torrelavega,Irún,2026-02-05,2026-02-05,41,448,55000,Damas,Cama,"{Baño,Comida,Wifi}",{},x,{}
"Pedro Meraz Delrío",21.993.471,8,pedro2808@viajes.cl,Pedrodelrío,w8XDfaoYW7B45S5N,+56-9-9320-8703,Nocturno,Consalud,"Full time",551894,62801,2025-04-02,1099000,7,"No disponible",91125,Marbella,Motril,2025-05-13,2025-05-14,89,2804,157000,"ZFBH (Bosnia y Herzegovina)",x,"{Agua,Calefacción,Wifi,Baño,""Aire acondicionado""}",{},x,{Viladecans}
"Magdalena Peña Treviño",11254889,0,MagdalenatreviO�o@viajes.cl,magdalena2408,f6fI5IVP,"+56 9 9372 0719",Nocturno,Fonasa,"Full time",551895,62801,2025-02-14,1491000,7,"No disponible",41183,Motril,Toledo,2025-05-14,2025-05-16,79,4169,213000,"ÖBB (Austria)",x,"{Wifi,Comida,TV,Agua,""Asientos reclinables"",Baño,""Aire acondicionado""}",{},x,"{Lérida,""San Fernando""}"
"Gustavo Guerrero Girón",25.116.498,3,gugugi@viajes.cl,gugugi,90aZNBpKub6y1IUS,+56-2-7784-1095,Diurno,Banmédica,"Part time",551928,68974,2025-04-09,-399000,3,"No disponible",11016,Granollers,Ceuta,2025-05-04,2025-05-04,57,1158,133000,"VR (Finlandia)",x,"{Comida,""Asientos reclinables"",""Aire acondicionado""}",{},x,{Ferrol}
"Pilar Garrido Pizarro",7.894.458,7,pilar5483@viajes.cl,pigapi,s6v7dQ9Vc,"+56 2 3713 1602",Diurno,"Más vida","Full time",551936,66072,2025/02/02,608000,4,"No disponible",27354,Algeciras,"SANTA CRUZ DE TENERIFE!!!",2026/07/03,2026/07/05,42,3088,152000,Socibus,Cama,"{Agua,Calefacción,Baño}",{},x,{}
"Catalina Palomino Balderas",22.115.918,7,capaba@viajes.cl,Catalinabalderas,EIeVu5YEzGKdmR,"+56 2 2852 4864",Nocturno,Consalud,"Part time",551974,68160,2025-03-28,168000,3,"No disponible",13856,Gijón,"POZUELO DE ALARCóN!!!",2025-08-20,2025-08-21,87,1666,56000,"BDZ (Bulgaria)",x,"{TV,Baño,Wifi,Calefacción}",{},x,{Granada}
"Federico Niño Banda",5.742.513,0,Federicobanda@viajes.cl,Federicobanda,81NYCPcln,"+56 2 7276 2303",Diurno,Fonasa,"Full time",551983,69602,2026-01-13,528000,4,"No disponible",28787,Calahorra,Jaén,2026-06-19,2026-06-19,73,830,132000,"Frontier Airlines",x,{},{},"Clase económica",{}
"Gregorio Olivárez Ochoa",28.210.300,1,groloc@viajes.cl,groloc,nrYjZ8Ye3Au4N,"+56 2 4546 1643",Diurno,Banmédica,"Full time",552029,62812,2025-03-26,-591000,3,"No disponible",2386,Mataró,Almería,2026-05-03,2026-05-04,71,1984,197000,"Air Canada",x,{},"{Albacete,Madrid}","Clase económica",{}
"Cristian Roldán Palacios",16.903.744,2,crropa@viajes.ceele,cristian6427,g5L0xCJWg3,"+56 2 3739 3584",Diurno,Banmédica,"Full time",552060,68262,2025-01-30,-835000,5,"No disponible",30751,"La Coruña",Motril,2026-10-28,2026-10-29,34,2603,167000,"Via Bariloche",Cama,"{Calefacción,Wifi,Baño}",{},x,{}
"David Alvarez Molina",15.610.742,5,david8760@viajes.cl,david3818,jpW34uRTJDEheDW,"+56 9 9362 7554",x,Consalud,"Full time",552063,65351,2025-06-01,x,1,"No disponible",23503,x,x,2025-08-20,2025-08-22,x,3066,140000,"United Airlines",x,{},"{Benidorm,Córdoba,Telde,Viladecans}","Clase ejecutiva",{}
"Luz Mayorga Carreón",19.552.898,5,lumaca@viajes.cl,Luzcarreón,7sP5IqGp,+56-2-0228-9174,Diurno,Fonasa,"Part time",552074,62697,2026-04-20,-176000,2,"No disponible",36591,logroño#,"MOLLET DEL VALLéS!!!",2026-11-18,2026-11-19,42,2727,88000,"Condor Bus",Cama,"{Agua,""Asientos reclinables"",""Aire acondicionado""}",{},x,{}
"María Cristina Tamayo Barrios",20.384.589,8,marOAa6426@viajes.cl,Maríabarrios,jvrtdOSAU1M3l3y,"+56 9 5010 9851",Diurno,Consalud,"Full time",552082,69859,2025-03-05,1233000,9,"No disponible",35065,"San Sebastían de los Reyes",Alcobendas,2025-05-30,2025-05-30,71,837,137000,Lufthansa,x,{},{},"Clase económica",{}
"Susana Garza Armijo",8049099,2,Susanaarmijo@@viajes.cl,susana7387,pQ6ebvI3O898a,"+56 9 7251 7938",Nocturno,Banmédica,"Part time",552095,70626,2026-07-13,108000,1,"No disponible",10196,"Pozuelo de Alarcón",Valdemoro,2026-10-01,2026-10-03,34,3645,108000,ADO,Cama,"{Baño,Comida,""Aire acondicionado""}",{},x,{}
"Sta. Esperanza Esquivel Anaya",25410592,9,sta.9870@@viajes.cl,sta.3671,MWH24vE9wF,"+56 2 2408 8068",Diurno,Banmédica,"Full time",552117,62460,2026-01-27,720000,6,"No disponible",51051,"Castellón de la Plana","Collado Villalba",2026-01-29,2026-01-29,83,1213,120000,"Qatar Airways",x,{},{Parla},"Clase económica",{}
"Guillermina Muro Serrano",26.909.534,2,Guillerminaserrano@viajes.cl,guillermina4778,11Wwx95OCp,"+56 9 7998 6346",Nocturno,"Más vida","Full time",552125,61764,2025-07-05,342000,6,"No disponible",79951,Alcorcón,TORREVIEJA!!!,2026-11-12,2026-11-12,36,909,57000,"Buses Bio Bio",Cama,"{TV,Calefacción,""Asientos reclinables""}",{},x,{}
x,3290147,6,x,stcaparo,aCwn6ffLFpC94pj,"+56 2 1737 0465",Nocturno,Colmena,"Full time",552126,61764,2025-02-25,480000,6,"No disponible",20898,x,"San Fernando",2026-11-12,2026-11-12,45,951,80000,"Flecha Bus",Cama,"{TV,Calefacción,Baño}",x,x,{}
"Catalina Mercado Villarreal",16788906,9,Catalinavillarreal@@viajes.cl,camevi,2BPUL6rg289,"+56 9 0587 4377",Nocturno,"Más vida","Part time",552133,63646,2026-01-06,416000,2,"No disponible",60776,Palencia,Ávila,2026-05-09,2026-05-11,82,3432,208000,"Delta Air Lines",x,{},{Elda},"Clase ejecutiva",{}
"José María Puente Yáñez",4.465.120,3,jomapuyOe@viajes.cl,Joséyáñez,wKXj6IzlM7jjw,"+56 9 4463 1091",Diurno,"Más vida","Full time",552137,62288,2025-03-23,-1278000,9,"No disponible",82274,Fuengirola,"SAN FERNANDO!!!",2025-11-09,2025-11-10,31,1630,142000,Aeroméxico,x,{},{},"Clase ejecutiva",{}
"María Eugenia Zamudio Zamudio",28.204.992,9,maeuzaza@viajes.ceele,Maríazamudio,2LAue28Unk3W,+56-2-9163-9058,Diurno,Consalud,"Part time",552151,66746,2025/03/08,155000,5,"No disponible",251,"Cerdañola del Vallés",Granada,2025/11/17,2025/11/17,44,451,31000,FlixBus,Semi-cama,"{TV,Comida,Baño}",{},x,{}
"Susana Cerda Ochoa",23.213.359,7,Susanaochoa@viajes.ceele,suceoc,Cjc766v1Fo0reER,"+56 9 0931 0333",Diurno,Fonasa,"Part time",552168,62616,2025-04-05,625000,5,"No disponible",78822,Puertollano,ALCOBENDAS!!!,2026-01-13,2026-01-13,40,624,125000,Avanza,Cama,"{TV,Baño,Comida}",{},x,{}
"Jesús Madrigal Pantoja",x,1,jemapa@viajes.ceele,jemapa,xslTNaIC81LK,"+56 9 6649 8367",x,Colmena,x,552197,67519,2025-02-03,404000,4,"No disponible",12303,"Santa Lucía de Tirajana","ROQUETAS DE MAR!!!",2025-03-05,2025-03-07,x,3569,101000,"Etihad Airways",x,{},x,"Primera clase",{}
"Sergio Sotelo Ojeda",17887768,2,sesooj@@viajes.cl,sesooj,EFWpeYxPHR9rcX8,"+56 9 6692 3635",Diurno,Banmédica,"Part time",552208,68511,2025-05-31,284000,4,"No disponible",33564,Getafe,Ceuta,2026-06-14,2026-06-14,51,808,71000,"United Airlines",x,{},{Gijón},"Clase económica",{}
"María del Carmen Roybal Fajardo",26483617,4,MarOAafajardo@@viajes.cl,madecarofa,speYaI3a53,"+56 2 5431 0836",Diurno,Banmédica,"Part time",552213,68440,2025-03-10,1476000,9,"No disponible",2915,Mataró,ALCORCóN!!!,2026-08-03,2026-08-05,77,3292,164000,Renfe,x,"{Wifi,""Aire acondicionado"",""Asientos reclinables"",TV,Comida,Calefacción}",{},x,"{Sagunto,Cartagena,Alcorcón,Gijón,""El Prat de LLobregat""}"
"Anita Luna Villaseñor",26397153,1,AnitavillaseO�or@viajes.cl,anluvi,w55LrjD1mSNYUD,"+56 2 9341 3035",Diurno,"Más vida","Full time",x,x,2025-08-30,415000,x,"No disponible",63221,"El Ejido","El Ejido",x,2025-10-17,83,1067,83000,"TGV (SNCF)",x,"{Calefacción,Comida,Wifi}",x,x,"{Murcia,""Torrejón de Ardoz"",Benidorm,Motril,Parla}"
"Sancho Montaño Quezada",20.122.337,7,samoqu@viajes.cl,sancho6788,z9EdKv4nKhOh4b8,+56-9-7922-9710,Diurno,Consalud,"Part time",552237,71544,2026-03-07,816000,6,"No disponible",48616,Alcorcón,Elche,2026-03-20,2026-03-21,43,2339,136000,Plusmar,Cama,"{Wifi,TV,Baño}",{},x,{}
"Gonzalo Alcala Garza",10.757.545,6,Gonzalogarza@viajes.cl,gonzalo3723,JSedyIaWQd4m8bFg,"+56 9 5622 5908",Nocturno,Consalud,"Full time",552321,66922,2025-06-05,447000,3,"No disponible",86233,Santander,"Santa Cruz de Tenerife",2026-04-08,2026-04-09,46,1600,149000,"Crucero del Norte",Cama,"{""Asientos reclinables"",Comida,TV}",{},x,{}
"Graciela Zavala Paredes",4.632.282,7,graciela595@viajes.cl,grzapa,Flz6JnZM5z,"+56 9 8885 3166",Diurno,Colmena,"Full time",552325,71346,2025-02-08,1644000,6,"No disponible",64954,Mérida,RIVAS-VACIAMADRID!!!,2025-03-23,2025-03-25,100,4152,274000,Eurostar,x,"{Wifi,Comida,""Aire acondicionado"",Calefacción,Agua,""Asientos reclinables"",TV}",{},x,"{Sevilla,Zaragoza}"
"Sta. Julia Meraz Valverde",24.876.305,1,Sta.valverde@viajes.cl,stjumeva,jk4CMQup6RqSGx,+56-2-9906-8849,Nocturno,Consalud,"Part time",552326,71595,2025/11/12,1000000,10,"No disponible",1799,Gecho,Orense,2026/01/18,2026/01/18,94,1391,100000,"VRZ (Croacia)",x,"{Wifi,""Asientos reclinables"",Comida}",{},x,"{Barcelona,Gandía,""San Cristróbal de la Laguna""}"
"Lucas Bravo Crespo",16027261,9,Lucascrespo@@viajes.cl,lubrcr,FrnikJlfyKDv8b5Z,"+56 2 9970 4865",Nocturno,Fonasa,"Full time",552327,71595,2025/07/15,2350000,10,"No disponible",58720,orense#,TORREMOLINOS!!!,2026/01/18,2026/01/20,63,3831,235000,"SJ (Suecia)",x,"{Calefacción,Agua,Baño,""Aire acondicionado"",""Asientos reclinables"",Comida,Wifi}",{},x,"{""Hospitalet de LLobregat""}"
"Sta. Francisco Rascón Castañeda",25.414.315,4,stfrraca@viajes.cl,sta.3200,f29m9M8DEkSkP6Ik,"+56 9 1720 2209",Diurno,Fonasa,"Part time",552334,70628,2025/01/04,885000,3,"No disponible",43668,Motril,"Hospitalet de LLobregat",2025/02/21,2025/02/22,14,2237,295000,Eurostar,x,"{Agua,Baño,Calefacción,Comida,""Asientos reclinables""}",{},x,{}
"Patricio Echevarría Salcido",25.857.376,5,patricio9938@@viajes.cl,x,ZoJeO7bYRX7n,"+56 2 2997 0463",Diurno,Consalud,"Full time",552349,69417,2025/02/17,1737000,9,"No disponible",x,Huelva,x,2025/07/09,2025/07/11,39,3999,x,"Via Bariloche",Cama,"{TV,""Asientos reclinables"",Calefacción}",{},x,{}
"Sancho Valencia Casanova",9.248.617,6,sancho9795@viajes.cl,sancho7875,X46LbhfqANXg,"+56 9 5834 3380",Nocturno,Fonasa,"Part time",552368,61421,2026-03-16,1145000,5,"No disponible",38653,Segovia,Lorca,2026-06-15,2026-06-16,41,2198,229000,Amtrak,x,"{Baño,Wifi,Comida,""Aire acondicionado"",Agua}",{},x,"{Marbella,Badajoz}"
"María del Carmen Cardona Benavídez",6559483,x,x,x,d4XG8KmRskK2,"+56 2 8690 2462",Nocturno,Colmena,"Part time",552387,67515,2025-01-16,214000,2,"No disponible",42658,"Collado Villalba",Pamplona,2025-03-16,2025-03-17,37,1916,107000,x,x,{},x,"Clase ejecutiva",{}
"Ramona Cardenas Madera",5.091.602,2,ramona7539@viajes.cl,racama,ZPafwNe5,"+56 2 1124 0247",Nocturno,Consalud,"Full time",552391,67515,2025-03-02,566000,2,"No disponible",7307,Guadalajara,Cartagena,2025-03-21,2025-03-23,50,3185,283000,Aeroméxico,x,{},{Ferrol},"Primera clase",{}
"Graciela Aponte Domínquez",6144532,3,grapdo@@viajes.cl,grapdo,RoTTx4uNpCZ1lN,+56-2-4258-0897,Diurno,Fonasa,"Full time",552394,70267,2025-05-03,531000,3,"No disponible",67246,Arrecife,COSLADA!!!,2026-02-01,2026-02-02,56,2112,177000,Vueling,x,{},{},"Clase económica",{}
"Gerardo Gurule Cotto",9.931.180,0,Gerardocotto@viajes.cl,gerardo6716,tAR6f1C6eecZhOg,"+56 9 0739 8855",Diurno,Fonasa,"Part time",552428,67237,2025-05-26,765000,9,"No disponible",32741,Murcia,Barcelona,2025-08-09,2025-08-09,100,573,85000,Renfe,x,{},{},x,"{Getafe,Lorca}"
"Mateo Salcido Saiz",5.189.855,9,masasa@viajes.ceele,masasa,71hYQsDkfN4bE,"+56 2 9677 2380",Nocturno,"Más vida","Part time",552431,61829,2025-03-31,256000,4,"No disponible",96536,Almería,León,2025-04-13,2025-04-13,53,261,64000,Emirates,x,{},{},"Clase ejecutiva",{}
"Sr. Jorge Luis Roybal Franco",14.452.037,8,Sr.franco@viajes.ceele,srjolurofr,Fd6vdaFEt,"+56 2 4853 8780",Diurno,"Más vida","Part time",552447,71052,2025-01-01,-707000,7,"No disponible",78277,"castellón de la plana#",Getafe,2025-01-01,2025-01-02,94,2806,101000,"British Airways",x,{},{},"Clase ejecutiva",{}
"Patricio Solorio Araña",5904571,7,PatricioaraO�a@viajes.cl,pasoar,1t2vVgck,"+56 2 5512 3395",Diurno,Colmena,"Part time",552481,65929,2025-03-13,585000,5,"No disponible",71943,Badalona,Getafe,2025-05-28,2025-05-28,39,1094,117000,Italo,x,"{Agua,""Aire acondicionado"",""Asientos reclinables""}",{},x,{}
"Magdalena Peña Treviño",11.254.889,x,MagdalenatreviO�o@@viajes.cl,magdalena2408,f6fI5IVP,"+56 9 9372 0719",Nocturno,Fonasa,"Full time",552502,66177,2025-09-01,1680000,10,"No disponible",x,x,TELDE!!!,2025-10-25,2025-10-25,9,159,x,"ZSSK (Eslovaquia)",x,{},x,x,"{Irún,Cartagena}"
"Óscar Zambrano Rodríguez",2.779.993,0,OIszaro@viajes.cl,ószaro,yaMVjQ5Cjsg3GvC,+56-2-9017-0104,Nocturno,Colmena,"Part time",552508,64911,2025/10/19,546000,7,"No disponible",29644,benidorm#,"Jerez de la Frontera",2026/11/26,2026/11/27,43,1646,78000,Futura,Cama,"{Calefacción,""Aire acondicionado"",Baño}",{},x,{}
"Sr. Homero Jaimes Montez",27.680.344,1,srhojamo@viajes.cl,sr.196,Z5tKqoQ0Q,+56-2-9104-7980,Diurno,Colmena,"Part time",552515,68456,2025/03/14,-800000,8,"No disponible",59766,"Santa Cruz de Tenerife","Dos Hermanas",2025/08/27,2025/08/27,61,1125,100000,"Air Canada",x,{},{},"Clase económica",{}
"Sr. Débora Limón Rosado",1209226,x,sr.6787@viajes.cl,srdéliro,mh5iPrlQYaW,"+56 9 7177 0416",Nocturno,Colmena,"Full time",552523,x,2025-12-15,-1455000,x,x,33757,x,Toledo,2026-02-09,2026-02-11,82,3977,485000,"Singapore Airlines",x,{},"{Torrevieja,Coslada,""Las Palmas de Gran Canaria"",""La Línea de la Concepción"",Córdoba}","Primera clase",{}
"Miguel Ángel Flores Franco",13.700.379,1,Miguelfranco@viajes.cl,Miguelfranco,li5RMlPkM,"+56 9 6672 0747",Diurno,"Más vida","Full time",552529,67235,2025/04/22,75000,1,"No disponible",41578,"El Prat de LLobregat","DOS HERMANAS!!!",2025/08/11,2025/08/11,43,1227,75000,Plusmar,Cama,"{Baño,Agua,Wifi}",{},x,{}
"Josefina Pabón Rico",6.293.911,7,josefina2243@viajes.cl,jopari,JxW4jPaQxfDwUf,"+56 2 8786 1110",Nocturno,Banmédica,"Full time",552533,67235,2025-04-17,129000,1,"No disponible",17259,Motril,Zamora,2025-08-15,2025-08-17,31,2915,129000,"Primera Plus",Cama,"{Calefacción,TV,""Aire acondicionado""}",{},x,{}
"Guillermo Cintrón Valadez",18228218,9,Guillermovaladez@@viajes.cl,Guillermovaladez,w10Yfb0kBMQB2,+56-9-2920-6861,Nocturno,Fonasa,"Part time",552604,64766,2025-04-30,153000,1,"No disponible",96819,Benalmádena,Elda,2026-06-15,2026-06-15,39,1037,153000,"Via Bariloche",Cama,"{Wifi,Baño,Calefacción}",{},x,{}
"Timoteo Barrera Navarrete",9.486.245,0,Timoteonavarrete@viajes.cl,timoteo2885,H56LGBfZf,+56-9-1082-3466,Nocturno,"Más vida","Full time",552605,64766,2025-02-11,167000,1,"No disponible",7509,Elda,"Santa Cruz de Tenerife",2026-06-15,2026-06-16,32,1824,167000,Turbus,Cama,"{Agua,""Aire acondicionado"",Baño}",{},x,{}
